freq	leg_case	leg_stat	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A	ADM	CRT_RESL	P_HTHAB	Finland	422.06	403.56	427.08	406.49	381.13	372.0	364.12	362.75	432.78	412.53	385.23	361.39	339.46	402.56	399.91
A	ADM	CRT_RESL	P_HTHAB	France				270.95	305.64	294.0	304.13	298.3	45.93	286.93	312.74	332.3	297.7	344.76	342.31
A	ADM	CRT_RESL	P_HTHAB	Croatia	344.32	352.29	362.92	378.92	115.44	208.46	281.84	314.53	373.97	359.71	379.27	347.82	322.76	338.05	351.84
A	ADM	CRT_RESL	P_HTHAB	Hungary	127.76	127.36	137.07	140.0	136.92	170.43	168.0	193.87	198.76	176.25	178.02	172.36	267.5	228.08	198.43
A	ADM	CRT_RESL	P_HTHAB	Italy	148.95	164.18	307.19	208.75	245.73	179.45	163.15	144.08	138.03	125.2	112.62	111.48	96.16	101.2	116.75
A	ADM	CRT_RESL	P_HTHAB	Lithuania	204.63	139.27	204.04	193.64	263.48	394.63	433.6	577.66	745.7	464.24	464.52	534.29	500.84	567.8	819.89
A	ADM	CRT_RESL	P_HTHAB	Luxembourg							233.41	203.57	200.61	193.68	177.91	178.37	152.85	156.6	163.31
A	ADM	CRT_RESL	P_HTHAB	Latvia	179.67	172.64	214.38	224.28	255.48	229.27	171.87	127.94	115.95	107.89	101.32	102.66	95.14	93.12	107.0
A	ADM	CRT_RESL	P_HTHAB	Montenegro	308.35	425.01	613.08	585.95	477.67	540.67	525.49	522.42	663.75	756.6	1518.58	1094.21	1131.9	977.06	855.94
A	ADM	CRT_RESL	P_HTHAB	Malta										25.85	18.29	31.81	26.62	20.34	25.72
A	ADM	CRT_RESL	P_HTHAB	Netherlands	443.84	427.76	446.39	463.0	444.22	462.57	478.66	468.73							
A	ADM	CRT_RESL	P_HTHAB	Poland	154.08	156.02	168.64	172.61	188.8	198.88	213.69	214.06	208.05	204.27	182.52	182.34	171.38	211.5	201.78
A	ADM	CRT_RESL	P_HTHAB	Portugal								267.06	286.6	257.23	263.37	282.88	726.85	264.09	261.31
A	ADM	CRT_RESL	P_HTHAB	Romania	252.57	318.87	331.33	563.74	960.96	1077.26	841.71	647.28	544.14	760.01	505.94	427.74	396.37	435.24	423.44
A	ADM	CRT_RESL	P_HTHAB	Serbia						254.5	281.93	262.58	272.37	272.43	266.6	305.65	342.67	321.67	370.42
A	ADM	CRT_RESL	P_HTHAB	Sweden	1386.34	1295.15	1273.96	1454.58	1449.49	1384.73	1418.43	1363.99	1364.95	1469.58	1600.02	1760.54	1899.86	1772.85	1508.21
A	ADM	CRT_RESL	P_HTHAB	Slovenia	245.29	237.9	200.1	171.64	178.4	164.46	166.85	145.62	125.42	129.82	156.42	134.22	147.34	123.47	126.66
A	ADM	CRT_RESL	P_HTHAB	Slovakia	4.95	4.85	7.44	5.54	4.79	3.66	6.22	3.26	3.28	109.47	89.4	82.49	80.62	80.2	88.14
A	ADM	CRT_RESL	P_HTHAB	Turkey		497.05	533.18	563.83	543.05	548.27	566.26	533.68	551.35	440.29	400.05	398.79	405.43	462.78	456.47
A	ADM	CRT_RESL	P_HTHAB	England and Wales	1045.29	1182.52	1284.08	1382.97	1318.97	1643.0	1388.88	702.63	739.0						
A	ADM	CRT_RESL	P_HTHAB	Northern Ireland	526.84	580.73	601.55	497.14	482.92	418.03	421.43	400.57		402.38	357.95				
A	ADM	CRT_RESL	P_HTHAB	Kosovo	107.19	60.81	45.65	66.55					135.7	127.16	123.38	163.11			
A	CIV_COM	CRT_BGHT	NR	Albania						35587.0	47733.0	49328.0	50101.0	63337.0	47705.0	52818.0	33593.0	51987.0	
A	CIV_COM	CRT_BGHT	NR	Austria		654845.0	639396.0	599601.0	567222.0	553941.0	535966.0	506260.0	501191.0	484821.0	486272.0	492899.0	417466.0	406763.0	414231.0
A	CIV_COM	CRT_BGHT	NR	Bosnia and Herzegovina	87818.0	110687.0	103305.0	89551.0	106561.0	104106.0	86752.0	82101.0	78513.0	68862.0	61990.0	65476.0	56864.0	64785.0	67776.0
A	CIV_COM	CRT_BGHT	NR	Belgium			823076.0	827854.0	805153.0	804280.0	790684.0	804507.0							
A	CIV_COM	CRT_BGHT	NR	Bulgaria				378043.0	353134.0	316623.0	286459.0	308040.0	303442.0	350375.0	334003.0	328048.0	268596.0	301902.0	274994.0
A	CIV_COM	CRT_BGHT	NR	Switzerland	92688.0		199672.0		313832.0										
A	CIV_COM	CRT_BGHT	NR	Czechia				2929324.0	2312818.0	2215269.0	2231184.0	906860.0	823013.0	839789.0	786255.0	793928.0	777400.0	752254.0	781444.0
A	CIV_COM	CRT_BGHT	NR	Germany	1835106.0	1618243.0	1905391.0	1868005.0	1806149.0	1788728.0	1735914.0	1747836.0	1603998.0	1512723.0	1491062.0	1497271.0	1402770.0	1287083.0	1234719.0
A	CIV_COM	CRT_BGHT	NR	Denmark	64444.0	68239.0	67624.0	58741.0	50649.0	48565.0	45978.0	45773.0	45368.0	44509.0	45657.0	52931.0	44808.0	43099.0	46645.0
A	CIV_COM	CRT_BGHT	NR	Estonia		29522.0	32720.0	29575.0	26276.0	27890.0	27842.0	30703.0	30452.0	30179.0	29246.0	32668.0	33658.0	34251.0	35089.0
A	CIV_COM	CRT_BGHT	NR	Greece						294435.0	241418.0	230518.0	146569.0	200492.0	213468.0	206387.0	174402.0	208080.0	206116.0
A	CIV_COM	CRT_BGHT	NR	Spain	1496646.0	1802455.0	1765845.0	1538285.0	1581777.0	1517458.0	1638447.0	1714533.0	1807488.0	1987125.0	2158062.0	2320793.0	2184764.0	2488414.0	2651103.0
A	CIV_COM	CRT_BGHT	NR	Finland	273206.0	354478.0	341133.0	377605.0	470478.0	447253.0	412299.0	414711.0	412449.0	468471.0	475255.0	497482.0	443106.0	467735.0	437090.0
A	CIV_COM	CRT_BGHT	NR	France				2267016.0	2410327.0	2496776.0	2473406.0	2472817.0	2677253.0	2534819.0	2255091.0	1633842.0	1303320.0	1690979.0	1677224.0
A	CIV_COM	CRT_BGHT	NR	Croatia	137508.0	136398.0	624633.0	639543.0	620394.0	599686.0	486680.0	439738.0	459716.0	430702.0	373506.0	467187.0	381647.0	431714.0	384679.0
A	CIV_COM	CRT_BGHT	NR	Hungary	192821.0	197666.0	204318.0	194038.0	172992.0	247811.0	246696.0	244960.0	262081.0	244492.0	200295.0	200432.0	189875.0	193270.0	201735.0
A	CIV_COM	CRT_BGHT	NR	Ireland											14849.0	15590.0	17111.0		
A	CIV_COM	CRT_BGHT	NR	Iceland										6195.0	6289.0		5701.0	4291.0	4072.0
A	CIV_COM	CRT_BGHT	NR	Italy	4603126.0	4839466.0	4255714.0	4245947.0	4106381.0	3981884.0	3987733.0	3535559.0	3664595.0	3478323.0	3527866.0	3451390.0	2680582.0	3034949.0	3098907.0
A	CIV_COM	CRT_BGHT	NR	Liechtenstein		408.0	367.0	428.0	479.0	553.0	447.0	477.0	492.0	629.0	406.0	415.0	358.0	357.0	
A	CIV_COM	CRT_BGHT	NR	Lithuania	185878.0	236556.0	201585.0	184518.0	180921.0	185150.0	198639.0	206127.0	206498.0	194497.0	170891.0	159655.0	150647.0	144919.0	149650.0
A	CIV_COM	CRT_BGHT	NR	Luxembourg										4604.0	4087.0	12752.0	12244.0	12004.0	10832.0
A	CIV_COM	CRT_BGHT	NR	Latvia	104362.0	135059.0	124904.0	88420.0	44536.0	43203.0	44934.0	40672.0	42787.0	33659.0	70131.0	72707.0	87903.0	104453.0	116514.0
A	CIV_COM	CRT_BGHT	NR	Montenegro	14680.0	18725.0	20168.0	19710.0	17932.0	19956.0	28049.0	39887.0	39639.0	35069.0	32804.0	31358.0	24179.0	26612.0	27923.0
A	CIV_COM	CRT_BGHT	NR	Malta										2102.0	4589.0	4846.0	4459.0	6656.0	9154.0
A	CIV_COM	CRT_BGHT	NR	Netherlands			1158200.0	1124100.0	1083600.0	1067200.0	1094900.0	1103900.0							
A	CIV_COM	CRT_BGHT	NR	Poland	6936314.0	7496081.0	8458650.0	9212489.0	9535773.0	10406017.0	9780247.0	10478733.0	10649683.0	11497358.0	10875485.0	13357350.0	10390099.0	10397071.0	10670683.0
A	CIV_COM	CRT_BGHT	NR	Portugal	314467.0	360325.0	312768.0	328626.0	368981.0	326766.0	678477.0	315115.0	308851.0	300921.0	297151.0	323224.0	254531.0	260806.0	262708.0
A	CIV_COM	CRT_BGHT	NR	Romania	749429.0	820311.0	846144.0	760326.0	733369.0	605608.0	1261328.0	1147372.0	1098978.0	1111755.0	1086936.0	1139611.0	1020335.0	1060259.0	1161764.0
A	CIV_COM	CRT_BGHT	NR	Serbia						741097.0	698337.0	840436.0	842192.0	981510.0	886686.0	1008269.0	820973.0	1153502.0	717957.0
A	CIV_COM	CRT_BGHT	NR	Sweden	72446.0	82462.0	85790.0	82744.0	88214.0	99850.0	96543.0	91412.0	90003.0	93058.0	96336.0	101079.0	95355.0	93277.0	89902.0
A	CIV_COM	CRT_BGHT	NR	Slovenia	503450.0	616524.0	564519.0	558351.0	605167.0	566638.0	558991.0	505685.0	482981.0	456928.0	436816.0	438915.0	382647.0	446368.0	422100.0
A	CIV_COM	CRT_BGHT	NR	Slovakia	249974.0	252625.0	253861.0	249188.0	300649.0	286467.0	271710.0	386257.0	239230.0	249445.0	220571.0	237776.0	237107.0	222698.0	221271.0
A	CIV_COM	CRT_BGHT	NR	Turkey		1794572.0	1877368.0	1860865.0	1692624.0	1938187.0	2127469.0	2155467.0	2202899.0	1962485.0	1987121.0	2026507.0	1880582.0	2435844.0	2735948.0
A	CIV_COM	CRT_BGHT	NR	England and Wales	2064100.0	1879430.0	1693181.0	1633486.0	1508248.0	1488873.0	1633364.0	1601613.0	1838076.0						
A	CIV_COM	CRT_BGHT	NR	Scotland	130040.0	116216.0	95996.0	83856.0	76046.0	75769.0	75417.0	75142.0		76556.0					
A	CIV_COM	CRT_BGHT	NR	Northern Ireland	62957.0	70709.0	70026.0	68653.0	65975.0	63192.0	60022.0	55611.0	54091.0	55791.0	53495.0				
A	CIV_COM	CRT_BGHT	NR	Kosovo	1484.0	1063.0	1254.0	1228.0	1228.0	766.0	687.0	630.0	634.0	641.0	659.0	832.0			
A	CIV_COM	CRT_BGHT	P_HTHAB	Albania							1648.27	1709.34	1742.28	2201.81	1662.01	1845.22	1180.38	1837.16	
A	CIV_COM	CRT_BGHT	P_HTHAB	Austria		7856.57	7655.93	7159.27	6746.12	6554.07	6300.38	5903.04	5767.39	5526.37	5511.87	5563.96	4690.07	4553.66	4613.37
A	CIV_COM	CRT_BGHT	P_HTHAB	Bosnia and Herzegovina	2284.64	2879.48	2687.4	2330.13	2775.56										
A	CIV_COM	CRT_BGHT	P_HTHAB	Belgium			7593.02	7525.51	7257.0	7205.75	7071.78	7159.27							
A	CIV_COM	CRT_BGHT	P_HTHAB	Bulgaria				5129.88	4819.48	4346.5	3953.52	4277.03	4241.7	4933.57	4737.61	4686.37	3863.87	4364.92	4021.01
A	CIV_COM	CRT_BGHT	P_HTHAB	Switzerland	1220.62		2564.56		3945.26										
A	CIV_COM	CRT_BGHT	P_HTHAB	Czechia				27933.62	22015.42	21065.45	21224.27	8605.39	7798.23	7938.4	7410.47	7454.86	7269.54	7029.24	7430.5
A	CIV_COM	CRT_BGHT	P_HTHAB	Germany	2232.0	1973.41	2329.26	2328.54	2248.47	2221.37	2149.27	2152.57	1951.91	1833.12	1800.97	1803.52	1686.7	1547.81	1483.38
A	CIV_COM	CRT_BGHT	P_HTHAB	Denmark	1176.89	1238.13	1221.81	1056.37	907.6	866.83	817.06	808.75	794.92	774.24	789.75	911.65	769.53	737.99	794.17
A	CIV_COM	CRT_BGHT	P_HTHAB	Estonia		2210.16	2454.08	2224.25	1982.77	2112.6	2115.94	2335.06	2314.08	2293.87	2217.06	2465.84	2532.63	2575.13	2634.71
A	CIV_COM	CRT_BGHT	P_HTHAB	Greece						2675.8	2209.41	2123.02	1359.17	1861.89	1987.38	1924.43	1627.1	1948.56	1970.56
A	CIV_COM	CRT_BGHT	P_HTHAB	Spain	3277.16	3898.1	3798.61	3296.29	3378.55	3247.44	3522.62	3691.17	3892.08	4270.81	4625.23	4944.48	4615.77	5249.96	5589.17
A	CIV_COM	CRT_BGHT	P_HTHAB	Finland	5154.36	6655.22	6374.62	7024.85	8710.51	8241.75	7563.36	7579.13	7516.42	8512.55	8620.42	9015.75	8019.59	8452.34	7877.99
A	CIV_COM	CRT_BGHT	P_HTHAB	France				3488.86	3692.46	3806.04	3750.88	3719.18	4017.58	3794.08	3364.49	2432.12	1936.0	2499.35	2471.16
A	CIV_COM	CRT_BGHT	P_HTHAB	Croatia	3188.99	3164.84	14516.74	14908.26	14508.8	14070.07	11459.9	10407.22	10969.99	10367.84	9097.71	11461.21	9404.42	10695.64	9959.83
A	CIV_COM	CRT_BGHT	P_HTHAB	Hungary	1919.5	1970.56	2040.26	1943.15	1741.78	2500.92	2497.59	2485.5	2666.0	2495.44	2048.35	2050.93	1943.54	1986.17	2082.1
A	CIV_COM	CRT_BGHT	P_HTHAB	Ireland											307.41	317.89	344.67		
A	CIV_COM	CRT_BGHT	P_HTHAB	Iceland										1830.95	1804.85		1565.63	1163.53	1082.26
A	CIV_COM	CRT_BGHT	P_HTHAB	Italy	7848.08	8202.4	7189.9	7152.31	6913.77	6671.47	6560.64	5815.48	6040.65	5740.81	5832.73	5769.95	4494.49	5123.47	5249.7
A	CIV_COM	CRT_BGHT	P_HTHAB	Liechtenstein		1146.42	1022.46	1183.99	1313.23	1501.17	1203.91	1276.56	1307.75	1663.58	1065.23	1081.35	923.94	914.1	
A	CIV_COM	CRT_BGHT	P_HTHAB	Lithuania	5785.9	7429.86	6415.87	6044.64	6023.39	6230.01	6748.46	7056.09	7148.83	6829.48	6083.91	5713.83	5391.63	5183.68	5333.22
A	CIV_COM	CRT_BGHT	P_HTHAB	Luxembourg										779.46	678.9	2077.23	1955.57	1891.2	1678.35
A	CIV_COM	CRT_BGHT	P_HTHAB	Latvia	4761.45	6244.54	5890.3	4262.02	2178.0	2134.72	2245.05	2047.84	2173.08	1726.0	3625.5	3786.89	4607.86	5517.21	6211.57
A	CIV_COM	CRT_BGHT	P_HTHAB	Montenegro	2384.89	3034.07	3258.15	3179.8	2890.82	3214.08	4512.96	6411.68	6370.6	5634.6	5270.91	5040.0	3888.09	4287.15	4520.6
A	CIV_COM	CRT_BGHT	P_HTHAB	Malta										456.66	964.68	981.85	866.56	1289.67	1757.1
A	CIV_COM	CRT_BGHT	P_HTHAB	Netherlands			6987.64	6749.0	6476.85	6360.11	6505.92	6531.67							
A	CIV_COM	CRT_BGHT	P_HTHAB	Poland	18198.08	19656.24	22246.22	24203.44	25052.08	27339.26	25725.4	27571.54	28049.69	30277.75	28637.27	35176.09	27372.52	27476.4	28338.59
A	CIV_COM	CRT_BGHT	P_HTHAB	Portugal	2979.79	3411.19	2958.04	3108.24	3499.97	3115.83	6506.74	3037.31	2986.57	2918.85	2887.48	3145.24	2472.16	2532.53	2537.74
A	CIV_COM	CRT_BGHT	P_HTHAB	Romania	3631.75	4013.21	3942.49	3550.63	3649.33	3025.0	6323.3	5774.21	5561.54	5659.41	5565.29	5869.91	5278.82	5521.7	6100.92
A	CIV_COM	CRT_BGHT	P_HTHAB	Serbia						10319.52	9771.38	11813.18	11901.47	13941.36	12664.33	14478.79	11852.29	16786.64	10562.69
A	CIV_COM	CRT_BGHT	P_HTHAB	Sweden	788.92	890.87	918.46	878.8	930.25	1044.9	1000.98	937.81	913.64	931.03	951.91	988.05	923.3	898.68	860.11
A	CIV_COM	CRT_BGHT	P_HTHAB	Slovenia	25043.91	30335.34	27578.19	27234.12	29441.41	27522.45	27121.2	24513.62	23398.11	22117.68	21134.08	21092.48	18257.27	21165.14	20031.51
A	CIV_COM	CRT_BGHT	P_HTHAB	Slovakia	4649.76	4693.54	4709.49	4621.06	5563.12	5294.32	5016.85	7124.74	4408.75	4589.31	4052.29	4362.53	4344.31	4078.88	4071.44
A	CIV_COM	CRT_BGHT	P_HTHAB	Turkey		2509.29	2587.29	2524.13	2265.16	2562.81	2774.92	2774.24	2797.65	2458.8	2458.99	2471.23	2261.54	2913.19	3230.92
A	CIV_COM	CRT_BGHT	P_HTHAB	England and Wales	3779.34	3414.71	3052.72	2920.46	2675.62	2623.17	2856.71	2777.13	3161.06						
A	CIV_COM	CRT_BGHT	P_HTHAB	Scotland	2507.53	2227.67	1829.69	1588.01	1433.14	1424.2	1412.98	1402.82		1413.85					
A	CIV_COM	CRT_BGHT	P_HTHAB	Northern Ireland	3556.16	3958.66	3892.45	3793.95	3627.12	3459.44	3266.86	3010.72	2912.74	2988.85	2851.61				
A	CIV_COM	CRT_BGHT	P_HTHAB	Kosovo	68.92	48.75	56.79	68.44					35.79	35.94	36.64	46.33			
A	CIV_COM	CRT_PEN	NR	Albania						4349.0	12517.0	8654.0	8499.0	7303.0	7258.0	12190.0	11271.0	17838.0	
A	CIV_COM	CRT_PEN	NR	Austria						123822.0	118862.0	108141.0	115483.0	118112.0	108281.0	111917.0	105346.0	100148.0	99758.0
A	CIV_COM	CRT_PEN	NR	Bosnia and Herzegovina	162426.0	181513.0	168958.0	148302.0	147890.0	148392.0	127281.0	111359.0	97804.0	82547.0	68560.0	63800.0	63635.0	63075.0	66100.0
A	CIV_COM	CRT_PEN	NR	Belgium			453783.0	479109.0	488021.0	501041.0	513192.0	532140.0							
A	CIV_COM	CRT_PEN	NR	Bulgaria				65334.0	68107.0	67272.0	61371.0	64741.0	69661.0	78462.0	82436.0	85454.0	82767.0	78410.0	78072.0
A	CIV_COM	CRT_PEN	NR	Switzerland	41944.0	66302.0	66495.0	281021.0	286283.0										
A	CIV_COM	CRT_PEN	NR	Czechia				809257.0	678068.0	709696.0	807986.0	377761.0	317152.0	325731.0	289864.0	285378.0	296934.0	283173.0	267744.0
A	CIV_COM	CRT_PEN	NR	Germany	920595.0	917016.0	983367.0	953178.0	918661.0	899853.0	879622.0	850354.0	781503.0	754337.0	757662.0	759797.0	755255.0	699147.0	689081.0
A	CIV_COM	CRT_PEN	NR	Denmark	35780.0	35702.0	35012.0	29148.0	25466.0	23368.0	22380.0	22026.0	21619.0	21055.0	23833.0	28042.0	25333.0	27466.0	31531.0
A	CIV_COM	CRT_PEN	NR	Estonia		14495.0	15219.0	12632.0	10436.0										
A	CIV_COM	CRT_PEN	NR	Greece						278913.0	246839.0	264484.0	242789.0	252720.0	282148.0	308553.0	293802.0	322929.0	331896.0
A	CIV_COM	CRT_PEN	NR	Spain	984076.0	1220615.0	1274483.0	1109778.0	1054224.0	934196.0	910190.0	932869.0	869407.0	1274651.0	1463427.0	1605289.0	1840623.0	1794481.0	1911376.0
A	CIV_COM	CRT_PEN	NR	Finland	54476.0	72455.0	67325.0	68162.0	91122.0	72834.0	106270.0	112111.0	113109.0	133284.0	106371.0	134771.0	112962.0	102484.0	110280.0
A	CIV_COM	CRT_PEN	NR	France										1543463.0	1560817.0	1553814.0	1264713.0	1280952.0	1258255.0
A	CIV_COM	CRT_PEN	NR	Croatia	197875.0	192058.0	353989.0	380936.0	353625.0	337009.0	301464.0	284168.0	258081.0	242232.0	202257.0	267920.0	257835.0	285434.0	237993.0
A	CIV_COM	CRT_PEN	NR	Hungary	89662.0	93866.0	90633.0	83845.0	78381.0	86757.0	78808.0	81614.0	85308.0	90067.0	68237.0	62366.0	63078.0	56577.0	51871.0
A	CIV_COM	CRT_PEN	NR	Iceland														1153.0	1098.0
A	CIV_COM	CRT_PEN	NR	Italy	4978423.0	5346556.0	5019626.0	5055770.0	4762023.0	4501021.0	4336994.0	4032687.0	3932612.0	3795289.0	3624595.0	3523988.0	3502448.0	3341241.0	3183259.0
A	CIV_COM	CRT_PEN	NR	Liechtenstein		173.0	207.0	215.0	277.0	281.0	282.0	313.0	273.0	325.0	307.0	241.0	240.0	223.0	
A	CIV_COM	CRT_PEN	NR	Lithuania	27172.0	34507.0	30669.0	28715.0	27759.0	29847.0	31763.0	29038.0	29515.0	27573.0	23412.0	21450.0	20916.0	19726.0	20785.0
A	CIV_COM	CRT_PEN	NR	Luxembourg								1137.0		1306.0	1256.0	3664.0	4162.0	4196.0	4344.0
A	CIV_COM	CRT_PEN	NR	Latvia	37200.0	36482.0	41491.0	41658.0	33916.0	30068.0	30330.0	14292.0	16298.0	18018.0	23504.0	22448.0	26187.0	25325.0	27973.0
A	CIV_COM	CRT_PEN	NR	Montenegro	11753.0	11436.0	13940.0	13929.0	13400.0	13500.0	18757.0	22416.0	22704.0	21832.0	20293.0	20349.0	18321.0	20209.0	23179.0
A	CIV_COM	CRT_PEN	NR	Malta										5062.0	5070.0	5398.0	6947.0	9023.0	12828.0
A	CIV_COM	CRT_PEN	NR	Poland	1091520.0	991181.0	990107.0	1196927.0	1132255.0	1592641.0	1382534.0	1466634.0	2263486.0	2205497.0	2284067.0	3550714.0	3113329.0	2945271.0	2676997.0
A	CIV_COM	CRT_PEN	NR	Portugal	362897.0	365109.0	357762.0	349140.0	354601.0	341791.0	365873.0	312066.0	271666.0	230642.0	202367.0	185103.0	189877.0	183914.0	176256.0
A	CIV_COM	CRT_PEN	NR	Romania	273502.0	330912.0	391284.0	362671.0	375569.0	382005.0	590602.0	431112.0	413368.0	414444.0	400915.0	403562.0	428397.0	425486.0	461478.0
A	CIV_COM	CRT_PEN	NR	Serbia						2321264.0	2262220.0	2158918.0	1291218.0	1149502.0	987551.0	926073.0	733833.0	373495.0	407103.0
A	CIV_COM	CRT_PEN	NR	Sweden	36210.0	39873.0	40874.0	39543.0	41136.0	50790.0	47400.0	43571.0	43422.0	44649.0	47208.0	49765.0	46916.0	43463.0	42405.0
A	CIV_COM	CRT_PEN	NR	Slovenia	400279.0	370426.0	305378.0	286055.0	242935.0	224152.0	206598.0	154273.0	116478.0	92129.0	76766.0	69340.0	66719.0	64786.0	61439.0
A	CIV_COM	CRT_PEN	NR	Slovakia	199838.0	190099.0	186863.0	190508.0	226340.0	254195.0	265827.0	315424.0	235466.0	146305.0	104286.0	92210.0	89201.0	83439.0	76598.0
A	CIV_COM	CRT_PEN	NR	Turkey		1027741.0	1105426.0	1105082.0	1090156.0	1160285.0	1236034.0	1321946.0	1553925.0	1609223.0	1651067.0	1662720.0	1787116.0	1775816.0	1948064.0
A	CIV_COM	CRT_PEN	NR	Kosovo	1329.0	720.0	680.0	577.0	771.0	1067.0	885.0	1159.0	1172.0	1124.0	1086.0	1203.0			
A	CIV_COM	CRT_PEN	P_HTHAB	Albania							432.22	299.88	295.56	253.88	252.86	425.86	396.04	630.38	
A	CIV_COM	CRT_PEN	P_HTHAB	Austria						1465.03	1397.24	1260.93	1328.91	1346.33	1227.36	1263.35	1183.52	1121.14	1111.02
A	CIV_COM	CRT_PEN	P_HTHAB	Bosnia and Herzegovina	4225.61	4721.98	4395.32	3858.83	3852.04										
A	CIV_COM	CRT_PEN	P_HTHAB	Belgium			4186.23	4355.28	4398.63	4488.95	4589.92	4735.49							
A	CIV_COM	CRT_PEN	P_HTHAB	Bulgaria				886.55	929.51	923.49	847.0	898.91	973.76	1104.81	1169.3	1220.76	1190.64	1133.66	1141.58
A	CIV_COM	CRT_PEN	P_HTHAB	Switzerland	552.37	860.86	854.05	3570.73	3598.93										
A	CIV_COM	CRT_PEN	P_HTHAB	Czechia				7716.96	6454.44	6748.65	7686.01	3584.66	3005.09	3079.09	2731.97	2679.66	2776.66	2646.04	2545.89
A	CIV_COM	CRT_PEN	P_HTHAB	Germany	1119.7	1118.28	1202.13	1188.17	1143.64	1117.5	1089.08	1047.27	951.01	914.11	915.14	915.21	908.12	840.78	827.85
A	CIV_COM	CRT_PEN	P_HTHAB	Denmark	653.42	647.78	632.59	524.19	456.34	417.09	397.71	389.17	378.8	366.25	412.25	482.98	435.07	470.3	536.84
A	CIV_COM	CRT_PEN	P_HTHAB	Estonia		1085.17	1141.46	950.02	787.49										
A	CIV_COM	CRT_PEN	P_HTHAB	Greece						2534.74	2259.02	2435.84	2251.43	2346.91	2626.79	2877.06	2741.06	3024.07	3173.07
A	CIV_COM	CRT_PEN	P_HTHAB	Spain	2154.8	2639.78	2741.61	2378.07	2251.74	1999.23	1956.88	2008.35	1872.1	2739.53	3136.47	3420.09	3888.7	3785.93	4029.64
A	CIV_COM	CRT_PEN	P_HTHAB	Finland	1027.76	1360.32	1258.08	1268.07	1687.05	1342.15	1949.45	2048.9	2061.28	2421.89	1929.41	2442.42	2044.45	1851.97	1987.66
A	CIV_COM	CRT_PEN	P_HTHAB	France										2310.23	2328.67	2312.99	1878.65	1893.31	1853.87
A	CIV_COM	CRT_PEN	P_HTHAB	Croatia	4588.97	4456.31	8226.86	8879.92	8270.03	7907.04	7098.6	6725.37	6158.47	5831.0	4926.5	6572.71	6353.49	7071.58	6161.94
