freq	leg_stat	sex	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	PER_CNV	M	P_HTHAB	Malta							30.76	24.49	12.81	20.72	20.78	4.37	4.13	7.47	14.42	5.62
A	PER_CNV	M	P_HTHAB	Netherlands	1232.82	1225.35	1039.96	983.73	930.38	968.59	930.9	952.45	851.79	848.92	812.4	793.17	617.35	643.24	648.11	686.29
A	PER_CNV	M	P_HTHAB	Norway	1181.99	1125.28	1162.47	1104.06	1071.11	2234.39	2089.36	2127.5	1986.03	1889.34	479.32	473.06	457.0	429.6	408.43	398.02
A	PER_CNV	M	P_HTHAB	Poland	2211.91	2178.39	2253.46	2205.55	2121.58	1824.96	1516.37	1319.8	1461.36	1210.18	1387.92	1440.19	1256.91			
A	PER_CNV	M	P_HTHAB	Portugal	1550.81	1379.43	1371.67	1369.89	1389.98	1247.13	928.31	1047.69	1001.41	919.78	828.24	805.57	624.99	752.94	802.13	733.15
A	PER_CNV	M	P_HTHAB	Romania	342.4	325.61	380.61	431.81	474.27	456.41	389.63	405.87	313.0	347.9	311.42	296.21	280.33	317.63	295.25	286.5
A	PER_CNV	M	P_HTHAB	Serbia	1129.29	1090.33	591.8	848.98	864.84	902.4	974.61	920.48	909.89	884.71	826.95	790.02	707.33	774.57	743.76	783.78
A	PER_CNV	M	P_HTHAB	Sweden	644.17	657.0	674.48	663.91	634.68	1152.27	1063.63	1024.15	965.49	971.67	1008.45	1035.07	1120.96	1193.7	1219.47	1258.7
A	PER_CNV	M	P_HTHAB	Slovenia	827.85	744.56	737.0	690.15	758.21	1015.84	815.77	694.95	584.37	549.49	537.66	515.28	405.4	475.59	451.08	427.45
A	PER_CNV	M	P_HTHAB	Slovakia	942.19	1007.17	1013.09	970.37	1135.59	1168.9	1079.7	948.07	861.92	828.34	927.53	900.54	805.45	763.59	805.0	754.32
A	PER_CNV	M	P_HTHAB	Turkey		3330.34	3091.17	3126.15	3637.15	1227.54	1195.56	1244.19	1081.48	1036.66	1272.81	1336.51	1097.97	1539.2	1496.95	1480.35
A	PER_CNV	M	P_HTHAB	England and Wales	3904.81	3880.14	3727.18	3490.85	3171.71	2983.8	3010.91	2995.67	2932.59							
A	PER_CNV	M	P_HTHAB	Scotland	2008.66	1863.72	1796.09	1734.12	1553.72	1479.75				2588.53						
A	PER_CNV	M	P_HTHAB	Northern Ireland	3536.67	3578.7	3576.35	3628.65	3362.76	3019.31	2465.39	2238.61	2092.28	2110.78						
A	PER_CNV	M	P_HTHAB	Kosovo	1177.06	1171.65	853.62	1958.71					2001.26	2097.87	2183.19	1926.78				
A	PER_CNV	T	NR	Albania	8009.0	7670.0	8510.0	9754.0	9562.0	8577.0	13618.0	16141.0	14614.0	10911.0	11614.0	11052.0	9853.0	12603.0	11422.0	8856.0
A	PER_CNV	T	NR	Austria	38226.0	37868.0	38394.0	36461.0	35541.0	34424.0	303654.0	32118.0	30450.0	30746.0	27655.0	27284.0	23716.0	23731.0	24466.0	25033.0
A	PER_CNV	T	NR	Bosnia and Herzegovina	16951.0	17707.0	17294.0	15709.0	17846.0	19015.0	18442.0	17471.0	16592.0	15036.0	14447.0	13616.0	10702.0	11356.0	10770.0	10702.0
A	PER_CNV	T	NR	Belgium			140990.0	142882.0	163323.0	141857.0	117534.0	132122.0		238286.0	229599.0	202990.0	159957.0			
A	PER_CNV	T	NR	Bulgaria	36137.0	40872.0	39070.0	41013.0	37996.0	34113.0	31849.0	27787.0	28301.0	25800.0	23973.0	23389.0	21889.0	24121.0	24047.0	23037.0
A	PER_CNV	T	NR	Switzerland	100048.0	102526.0	106935.0	101903.0	109123.0	107099.0	108877.0	108099.0	108393.0	105156.0	106185.0	97170.0	97170.0	98912.0	103444.0	105916.0
A	PER_CNV	T	NR	Cyprus	63775.0	62466.0	75693.0	86813.0	71545.0	60819.0	68708.0	54095.0	45324.0	43477.0	39502.0	39975.0	35541.0	33563.0	36984.0	
A	PER_CNV	T	NR	Czechia	75882.0	73787.0	70651.0	70160.0	71471.0	77976.0	72825.0	65569.0	61423.0	55705.0	54448.0	55594.0	45558.0	49647.0	50227.0	51399.0
A	PER_CNV	T	NR	Germany	874691.0	844520.0	813266.0	807815.0	773901.0	755938.0	748782.0	739487.0	737873.0	716044.0	712338.0	728868.0	699269.0	662100.0	647374.0	656901.0
A	PER_CNV	T	NR	Denmark	163095.0	173255.0	183599.0	200452.0	209632.0	206214.0	209388.0	202314.0	196486.0	177935.0	182804.0	51439.0	56280.0	52837.0	52678.0	57224.0
A	PER_CNV	T	NR	Estonia	11574.0	7881.0	9131.0	9992.0	9638.0	8477.0	7670.0	7375.0	7619.0	6714.0	5702.0	5703.0	4949.0	4569.0	3837.0	
A	PER_CNV	T	NR	Greece														5426.0	4764.0	4294.0
A	PER_CNV	T	NR	Spain	241743.0	257148.0	248313.0	256391.0	253715.0	245820.0	233875.0	235875.0	232058.0	298979.0	300301.0	301043.0	232675.0	295805.0	322650.0	293344.0
A	PER_CNV	T	NR	Finland	237782.0	206430.0	206070.0	202922.0	191015.0	182679.0	173056.0	181694.0	156034.0	82427.0	82822.0	82956.0	80692.0	80740.0	77562.0	78807.0
A	PER_CNV	T	NR	France	703695.0	703853.0	682489.0	663417.0	679219.0	667579.0	578482.0	637490.0	468583.0	466980.0	546279.0	549552.0	458259.0	530201.0	504379.0	517857.0
A	PER_CNV	T	NR	Croatia	25126.0	26355.0	25355.0	24203.0	21174.0	17162.0	15452.0	12972.0	13777.0	12424.0	12168.0	13295.0	11902.0	12550.0	12629.0	11523.0
A	PER_CNV	T	NR	Hungary	84457.0	86901.0	89343.0	85110.0	75291.0	70326.0	76317.0	70805.0	71686.0	68735.0	66681.0	64043.0	53850.0	54936.0	55407.0	55676.0
A	PER_CNV	T	NR	Ireland		3146.0	3308.0	3182.0												
A	PER_CNV	T	NR	Iceland							2489.0	2395.0	2333.0	2286.0						
A	PER_CNV	T	NR	Italy	260375.0	252076.0	254384.0	266039.0	259923.0	246980.0	226939.0	220965.0	209921.0	194720.0	215991.0					
A	PER_CNV	T	NR	Liechtenstein							1078.0	1008.0	964.0	1087.0						
A	PER_CNV	T	NR	Lithuania	12788.0	13050.0	13992.0	13697.0	16631.0	19530.0	22742.0	17273.0	15508.0	18058.0	19779.0	17564.0	16060.0	15010.0	14959.0	14717.0
A	PER_CNV	T	NR	Luxembourg									8433.0	9546.0	8205.0	7582.0	7504.0	8032.0	5954.0	6576.0
A	PER_CNV	T	NR	Latvia	10979.0	10702.0	9626.0	9194.0	8942.0	8626.0	9213.0	9558.0	8929.0	9262.0	8587.0	8099.0	7093.0	6849.0	4951.0	4306.0
A	PER_CNV	T	NR	Montenegro			673.0	1121.0	1444.0	3238.0	3111.0	2755.0	3712.0	3528.0	3344.0	3611.0	3703.0	3535.0	3002.0	2724.0
A	PER_CNV	T	NR	North Macedonia	10218.0	10549.0	9716.0	10532.0	9598.0	10012.0	12144.0			2769.0		5016.0	6701.0	8016.0	8031.0	6835.0
A	PER_CNV	T	NR	Malta							2858.0	2697.0	1720.0	2311.0						
A	PER_CNV	T	NR	Netherlands	115051.0	114849.0	98150.0	93362.0	87879.0	92190.0	88878.0	91446.0	81799.0	82070.0	78546.0	76827.0	59444.0	62103.0	62543.0	66894.0
A	PER_CNV	T	NR	Norway	66503.0	64165.0	66983.0	64681.0	63428.0	67048.0	63859.0	66432.0	62343.0	59724.0	14910.0	14733.0	14253.0	13502.0	12819.0	12707.0
A	PER_CNV	T	NR	Poland	447686.0	440225.0	455649.0	446271.0	429087.0	372343.0	311741.0	272271.0	300867.0	251093.0	285522.0	296898.0	261556.0			
A	PER_CNV	T	NR	Portugal	87861.0	78266.0	77776.0	77811.0	79212.0	71171.0	52861.0	59126.0	56465.0	51968.0	46688.0	45312.0	35345.0	42691.0	45847.0	42283.0
A	PER_CNV	T	NR	Romania	36795.0	34226.0	41891.0	47577.0	49188.0	47133.0	50342.0	42276.0	32720.0	35396.0	32204.0	33683.0	31483.0	35317.0	32907.0	31439.0
A	PER_CNV	T	NR	Serbia	44367.0	42782.0	23321.0	33097.0	33624.0	34889.0	37410.0	35115.0	34557.0	33392.0	31298.0	29788.0	26726.0	28891.0	27413.0	28373.0
A	PER_CNV	T	NR	Sweden	69454.0	71715.0	74510.0	73680.0	71110.0	64391.0	60662.0	59344.0	56659.0	57372.0	60565.0	62708.0	68996.0	74581.0	76636.0	80008.0
A	PER_CNV	T	NR	Slovenia	9228.0	8453.0	8423.0	7965.0	8825.0	11758.0	9729.0	8241.0	7006.0	6521.0	6324.0	6256.0	5007.0	5974.0	5567.0	5258.0
A	PER_CNV	T	NR	Slovakia	28681.0	30953.0	31179.0	30110.0	35077.0	36079.0	33610.0	29691.0	27187.0	26330.0	29385.0	28431.0	25392.0	23642.0	25254.0	23963.0
A	PER_CNV	T	NR	Turkey		1288334.0	1213217.0	1237448.0	1514825.0	500608.0	492869.0	521213.0	459195.0	445436.0	555369.0	592398.0	492323.0	692281.0	682380.0	682243.0
A	PER_CNV	T	NR	England and Wales	1355146.0	1399856.0	1359715.0	1306509.0	1224976.0	1172953.0	1211152.0	1241080.0	1231726.0							
A	PER_CNV	T	NR	Scotland	60399.0	56428.0	54766.0	53249.0	48105.0	45659.0				82716.0						
A	PER_CNV	T	NR	Northern Ireland	39018.0	39539.0	39628.0	40538.0	38914.0	35276.0	26607.0	31413.0	29912.0	23630.0	24921.0					
A	PER_CNV	T	NR	Kosovo	13254.0	13415.0	9925.0	18367.0	20990.0	15832.0	18330.0	16907.0	18551.0	19519.0	20434.0	18001.0				
A	PER_CNV	T	P_HTHAB	Albania	252.65	240.84		344.45				559.33	508.21	379.3	404.62	386.11	346.21	445.38	408.86	320.66
A	PER_CNV	T	P_HTHAB	Austria	460.11	454.32	459.72	435.35	422.7	407.29	3569.13	374.12	349.98	350.47	313.47	307.99	266.44	265.67	272.48	274.94
A	PER_CNV	T	P_HTHAB	Bosnia and Herzegovina	440.99	460.64	449.89	408.75	464.83											
A	PER_CNV	T	P_HTHAB	Belgium			1300.66	1298.85	1472.06	1270.93	1051.21	1175.75		2099.12	2014.28	1771.98	1388.22			
A	PER_CNV	T	P_HTHAB	Bulgaria	480.67	547.36	526.42	556.53	518.56	468.29	439.56	385.81	395.61	363.29	340.04	334.13	314.88	348.74	370.95	357.29
A	PER_CNV	T	P_HTHAB	Switzerland	1317.55	1331.19	1373.46	1294.81	1371.81	1332.23	1337.62	1312.25	1301.69	1248.95	1251.57	1137.22	1129.09	1140.81	1183.73	1201.49
A	PER_CNV	T	P_HTHAB	Cyprus	8214.9	7838.33	9240.54	10337.95	8299.78	7023.97	8007.93	6386.6	5342.8	5086.21	4570.74	4563.88	4002.34	3745.84	4087.96	
A	PER_CNV	T	P_HTHAB	Czechia	733.63	707.74	675.3	669.04	680.32	741.49	692.75	622.2	582.0	526.57	513.17	522.02	426.02	473.06	477.59	474.71
A	PER_CNV	T	P_HTHAB	Germany	1063.87	1029.87	994.19	1006.97	963.43	938.78	927.08	910.73	897.92	867.7	860.39	877.95	840.8	796.22	777.75	790.32
A	PER_CNV	T	P_HTHAB	Denmark	2978.47	3143.55	3317.21	3604.84	3756.5	3680.67	3720.97	3574.63	3442.74	3095.18	3162.05	885.95	966.55	904.74	896.89	964.56
A	PER_CNV	T	P_HTHAB	Estonia	864.74	590.01	684.85	751.47	727.28	642.11	582.91	560.89	578.98	510.32	432.25	430.47	372.39	343.52	288.11	
A	PER_CNV	T	P_HTHAB	Greece														50.81	45.55	41.23
A	PER_CNV	T	P_HTHAB	Spain	529.34	556.12	534.16	549.4	541.92	526.07	502.83	507.81	499.69	642.58	643.62	641.38	491.57	624.08	679.45	610.05
A	PER_CNV	T	P_HTHAB	Finland	4486.04	3875.66	3850.75	3775.1	3536.49	3366.32	3174.6	3320.58	2843.54	1497.77	1502.27	1503.39	1460.41	1459.04	1397.96	1416.38
A	PER_CNV	T	P_HTHAB	France	1099.4	1093.78	1055.52	1020.98	1040.52	1017.65	874.29	959.24	703.17	698.97	815.02	818.06	679.17	782.83	740.73	758.46
A	PER_CNV	T	P_HTHAB	Croatia	582.7	611.51	589.26	564.19	495.18	402.66	363.85	307.01	328.75	299.07	296.38	326.16	293.29	310.92	326.98	299.23
A	PER_CNV	T	P_HTHAB	Hungary	840.75	866.33	892.15	852.32	758.07	709.73	772.65	718.43	729.22	701.55	681.92	655.32	555.76	569.2	576.53	579.97
A	PER_CNV	T	P_HTHAB	Ireland		69.58	72.71	69.61												
A	PER_CNV	T	P_HTHAB	Iceland							764.27	727.74	701.59	675.63						
A	PER_CNV	T	P_HTHAB	Italy	443.93	427.24	429.77	448.14	437.62	413.8	373.36	363.46	346.03	321.38	357.1					
A	PER_CNV	T	P_HTHAB	Liechtenstein							2903.39	2697.64	2562.33	2874.9						
A	PER_CNV	T	P_HTHAB	Lithuania	398.06	409.88	445.32	448.7	553.69	657.15	772.62	591.29	536.88	634.08	704.15	628.59	574.78	536.9	533.11	515.07
A	PER_CNV	T	P_HTHAB	Luxembourg									1463.43	1616.14	1362.95	1235.07	1198.52	1265.42	922.53	995.14
A	PER_CNV	T	P_HTHAB	Latvia	500.91	494.81	453.95	443.17	437.3	426.22	460.31	481.25	453.49	474.95	443.92	421.83	371.81	361.76	263.95	228.68
A	PER_CNV	T	P_HTHAB	Montenegro			108.72	180.85	232.79	521.51	500.55	442.86	596.58	566.85	537.31	580.38	595.46	569.48	486.01	441.71
A	PER_CNV	T	P_HTHAB	North Macedonia	499.61	514.93	473.32	511.94	465.97	485.48	587.87			133.53		241.49	322.74	387.47	437.15	373.51
A	PER_CNV	T	P_HTHAB	Malta							665.54	613.39	381.87	502.07						
A	PER_CNV	T	P_HTHAB	Netherlands	701.3	696.65	592.16	560.54	525.27	549.42	528.12	541.08	481.76	480.46	457.17	444.55	341.48	355.37	355.55	375.57
A	PER_CNV	T	P_HTHAB	Norway	1403.85	1336.98	1378.76	1314.57	1272.16	1327.35	1250.18	1285.82	1196.44	1135.8	281.55	276.51	265.54	250.44	236.28	231.5
A	PER_CNV	T	P_HTHAB	Poland	1174.55	1154.36	1198.36	1172.46	1127.28	978.24	819.99	716.4	792.44	661.24	751.83	781.87	689.06			
A	PER_CNV	T	P_HTHAB	Portugal	832.54	740.94	735.58	735.96	751.37	678.64	506.95	569.9	546.01	504.08	453.68	440.92	340.66	410.72	439.94	402.06
A	PER_CNV	T	P_HTHAB	Romania	178.31	167.44	195.19	222.18	244.77	235.43	252.37	212.76	165.58	180.19	164.87	173.49	162.88	183.93	172.81	164.99
A	PER_CNV	T	P_HTHAB	Serbia	602.36	583.26	319.17	456.41	465.92	485.82	523.45	493.58	488.34	474.3	447.02	427.76	385.84	420.44	403.3	427.23
A	PER_CNV	T	P_HTHAB	Sweden	756.34	774.77	797.69	782.53	749.88	673.84	628.96	608.82	575.16	574.0	598.45	612.97	668.07	718.56	733.2	760.42
A	PER_CNV	T	P_HTHAB	Slovenia	459.04	415.92	411.49	388.5	429.34	571.1	472.03	399.49	339.41	315.65	305.97	300.64	238.9	283.27	264.19	248.37
A	PER_CNV	T	P_HTHAB	Slovakia	533.49	575.08	578.42	558.37	649.05	666.79	620.57	547.67	501.03	484.42	539.86	521.63	465.24	433.02	464.68	441.41
A	PER_CNV	T	P_HTHAB	Turkey		1801.43	1671.99	1678.51	2027.22	661.94	642.86	670.84	583.17	558.09	687.25	722.4	592.05	827.95	805.83	800.01
A	PER_CNV	T	P_HTHAB	England and Wales	2481.26	2543.38	2451.5	2335.87	2173.09	2066.57	2118.27	2152.9	2118.8							
A	PER_CNV	T	P_HTHAB	Scotland	1164.66	1081.63	1043.85	1008.39	906.57	858.23				1527.61						
A	PER_CNV	T	P_HTHAB	Northern Ireland	2203.95	2213.6	2202.76	2240.24	2139.38	1931.18	1449.74	1320.48	1236.16	1265.91						
A	PER_CNV	T	P_HTHAB	Kosovo	615.57	615.17	449.48	1023.7					1047.13	1094.4	1136.17	1002.47				
A	PER_PRSC	F	NR	Albania	456.0	377.0	458.0	445.0	414.0	550.0	818.0	1096.0	1103.0	1066.0	959.0	847.0	658.0	828.0	853.0	740.0
A	PER_PRSC	F	NR	Austria		57606.0	59781.0	61116.0	61315.0	61899.0	59664.0	57209.0								
A	PER_PRSC	F	NR	Bosnia and Herzegovina				1689.0	1555.0	2003.0	2093.0	1672.0	1340.0	1263.0	1304.0	1204.0	911.0	1185.0	1181.0	1181.0
A	PER_PRSC	F	NR	Belgium	119978.0	128003.0	133967.0	137987.0	127372.0	124457.0	126558.0	116050.0		119895.0	125201.0	142903.0	161845.0	159807.0	136772.0	138985.0
A	PER_PRSC	F	NR	Bulgaria			4101.0	3995.0	4032.0	3793.0										
A	PER_PRSC	F	NR	Cyprus	18623.0	17727.0	20163.0	26718.0	23978.0	19912.0	25022.0	18326.0	16630.0	13939.0	13780.0	19694.0	11953.0	12401.0	14126.0	
A	PER_PRSC	F	NR	Czechia	13511.0	14447.0	13226.0	13578.0	13921.0	14846.0	15150.0	14084.0	14233.0	13189.0	13088.0	13282.0	11226.0	10450.0	11047.0	11457.0
A	PER_PRSC	F	NR	Germany	199060.0	196898.0	193891.0	194228.0	186157.0	183067.0	182819.0									
A	PER_PRSC	F	NR	Denmark	8315.0	8923.0	9070.0	11713.0	16733.0	13910.0	13179.0	17659.0	16753.0	16458.0	19370.0	19183.0	19064.0	17696.0	18970.0	19271.0
A	PER_PRSC	F	NR	Greece														588.0	454.0	878.0
A	PER_PRSC	F	NR	Finland	44508.0	40193.0	41674.0	40359.0	38768.0	37707.0	36927.0	38650.0	32503.0	14201.0	14314.0	14764.0	14101.0	14756.0	14392.0	15229.0
A	PER_PRSC	F	NR	France				67963.0	70748.0	68925.0	69624.0	68433.0	70609.0	69516.0	72297.0	71132.0	59312.0	64426.0	65980.0	69972.0
A	PER_PRSC	F	NR	Croatia	6012.0	6090.0	6024.0	6209.0	4523.0	3910.0	3579.0	4729.0	5873.0	5946.0	5490.0	5391.0	5471.0	5686.0	5128.0	5037.0
A	PER_PRSC	F	NR	Hungary	12919.0	14616.0	16085.0	13483.0	11627.0	11156.0	11303.0	10812.0	10254.0	9439.0		20934.0	17279.0	18628.0	20701.0	22740.0
A	PER_PRSC	F	NR	Iceland	2737.0			272.0	410.0	477.0	417.0	401.0	368.0	421.0	393.0	464.0	475.0	393.0	375.0	244.0
A	PER_PRSC	F	NR	Italy	83481.0	271918.0	284789.8598468	286834.39	297341.4418312	297374.0	311805.03657557	306600.0	298481.632288547	270192.0	344241.0					
A	PER_PRSC	F	NR	Liechtenstein		448.0	470.0	204.0	238.0		210.0	215.0	207.0	212.0	265.0		433.0	284.0	337.0	259.0
A	PER_PRSC	F	NR	Lithuania	1695.0	1778.0	2048.0	1958.0	1984.0	2484.0	2497.0	1923.0	1828.0	2526.0	1980.0	1839.0	1621.0	1594.0	1573.0	1483.0
A	PER_PRSC	F	NR	Luxembourg									4270.0	3558.0	2507.0	2773.0	2321.0	2271.0	2258.0	2486.0
A	PER_PRSC	F	NR	Latvia		1707.0	1586.0	1714.0	1894.0	1786.0	1276.0	1452.0	2018.0	1376.0	1288.0	1236.0	1110.0	1012.0	1006.0	1134.0
A	PER_PRSC	F	NR	Montenegro						846.0	646.0	523.0								
A	PER_PRSC	F	NR	North Macedonia	1306.0	1486.0	1527.0	1327.0	1499.0	1505.0	1793.0			971.0		1414.0	1392.0	1443.0	1360.0	1385.0
A	PER_PRSC	F	NR	Malta		254.0		212.0	228.0	404.0	416.0	454.0								
A	PER_PRSC	F	NR	Netherlands	37497.0	33984.0	31370.0	35048.0	34860.0	33867.0	33685.0	29697.0	29542.0	26273.0	25683.0	27816.0	23238.0	21668.0	21872.0	21183.0
A	PER_PRSC	F	NR	Norway	10569.0	9966.0	10097.0	10017.0	9922.0	9861.0	9797.0	10027.0	10109.0	8946.0	8561.0	7908.0	7487.0	7341.0	7187.0	6766.0
A	PER_PRSC	F	NR	Poland						40155.0										
A	PER_PRSC	F	NR	Portugal	20526.0	18515.0	18329.0	18209.0	18611.0	17830.0	13230.0	14998.0	14651.0	13564.0	12209.0	12093.0	8590.0	10837.0	11682.0	10407.0
A	PER_PRSC	F	NR	Romania	2850.0	2746.0	3553.0	3796.0	4045.0	4726.0	3989.0	5116.0	5342.0	5302.0	4746.0	4851.0	4709.0	4951.0	4787.0	4492.0
A	PER_PRSC	F	NR	Serbia									3337.0	12320.0	13344.0	13997.0	12695.0	11687.0	11795.0	12571.0
A	PER_PRSC	F	NR	Sweden	19350.0	20542.0	19977.0	18182.0	17374.0	15924.0	15820.0	15712.0	14625.0	14169.0	14699.0	15397.0	17065.0	16650.0	16587.0	17892.0
A	PER_PRSC	F	NR	Slovenia							1787.0	1787.0	1762.0	1624.0	1222.0	1306.0	1276.0	1157.0	1093.0	1145.0
A	PER_PRSC	F	NR	Slovakia	6958.0	7515.0	7477.0	7789.0	7916.0	7927.0	7562.0	6745.0	6299.0	6340.0	5952.0	5639.0	4822.0	4296.0	4955.0	4820.0
A	PER_PRSC	F	NR	Turkey		380244.0	404077.0	421678.0	463620.0	440671.0	448220.0	463362.0	422181.0	466969.0	558371.0	665906.0	584756.0	676274.0	733531.0	740129.0
A	PER_PRSC	F	NR	England and Wales	339507.0	370748.0	363927.0	354220.0	348599.0	340602.0	360830.0	368580.0	359036.0							
A	PER_PRSC	F	NR	Scotland	11961.0	11326.0	10641.0	10460.0	9669.0	9524.0	9928.0			17296.0						
A	PER_PRSC	F	NR	Northern Ireland			6869.0	6129.0	6551.0	11058.0	5250.0	10350.0	9749.0	5122.0	5264.0					
A	PER_PRSC	F	P_HTHAB	Albania	28.83	23.56		31.56					77.83	74.91	66.98	59.11	46.16	58.32	60.65	53.05
A	PER_PRSC	F	P_HTHAB	Austria		1346.54	1394.98	1422.53	1422.63	1430.12	1371.19	1305.76								
A	PER_PRSC	F	P_HTHAB	Bosnia and Herzegovina				85.92	79.19											
A	PER_PRSC	F	P_HTHAB	Belgium	2204.44	2333.93	2423.56	2464.53	2257.14	2193.38	2225.37	2031.26		2080.62	2164.47	2459.31	2770.74	2729.74	2324.48	2337.2
A	PER_PRSC	F	P_HTHAB	Bulgaria			107.7	105.67	107.22	101.43										
