freq	iccs	sex	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	ICCS0101	T	NR	BG	1078 	1050 	979 	979 	981 	935 	897 	809 	811 	849 	832 	848 	834 	745 	806 	804 
A	ICCS0101	T	NR	CH	468 	488 	487 	487 	496 	500 	495 	541 	566 	580 	581 	648 	657 	622 	563 	: 
A	ICCS0101	T	NR	CY	: 	17 	19 	19 	20 	18 	: 	: 	: 	: 	: 	: 	: 	: 	61 	: 
A	ICCS0101	T	NR	CZ	: 	: 	: 	1247 	1110 	1158 	1160 	878 	1192 	1143 	1110 	1038 	1019 	988 	1036 	942 
A	ICCS0101	T	NR	DE	: 	: 	: 	: 	: 	3795 	3679 	3543 	3398 	3359 	3391 	3366 	3394 	3353 	3315 	3228 
A	ICCS0101	T	NR	DK	174 	180 	192 	211 	195 	203 	193 	196 	191 	178 	182 	185 	187 	190 	170 	165 
A	ICCS0101	T	NR	EE	620 	574 	527 	530 	517 	512 	488 	430 	395 	359 	329 	306 	287 	279 	263 	230 
A	ICCS0101	T	NR	EL	756 	608 	670 	724 	853 	817 	874 	806 	854 	867 	844 	862 	832 	708 	784 	645 
A	ICCS0101	T	NR	ES	2972 	3245 	3303 	3225 	3827 	3914 	3809 	3924 	3903 	3815 	3717 	3566 	3507 	3475 	3557 	3295 
A	ICCS0101	T	NR	FI	576 	591 	599 	604 	602 	621 	601 	604 	530 	508 	479 	474 	471 	484 	464 	305 
A	ICCS0101	T	NR	FR	3546 	3470 	3403 	3406 	3422 	4091 	3889 	3099 	4960 	7099 	7542 	7749 	4697 	4784 	5042 	5292 
A	ICCS0101	T	NR	HR	441 	453 	427 	: 	394 	403 	390 	339 	: 	: 	328 	309 	290 	313 	331 	315 
A	ICCS0101	T	NR	HU	: 	: 	: 	: 	: 	1471 	1537 	1402 	: 	1700 	264 	521 	762 	946 	1084 	1186 
A	ICCS0101	T	NR	IE	: 	: 	: 	: 	: 	411 	423 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	IS	: 	: 	: 	: 	: 	19 	: 	: 	: 	7 	7 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	IT	5553 	5837 	6019 	6072 	6166 	9629 	9394 	9147 	9064 	9201 	9237 	9218 	8824 	8830 	8793 	8801 
A	ICCS0101	T	NR	LI	: 	: 	: 	: 	: 	1 	1 	0 	1 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	LT	1778 	1806 	1882 	1997 	1976 	1914 	1885 	1732 	1659 	1603 	1544 	1455 	1364 	1288 	1185 	1034 
A	ICCS0101	T	NR	LU	: 	: 	: 	41 	54 	55 	61 	63 	1 	52 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	LV	: 	: 	: 	: 	: 	721 	697 	645 	628 	611 	597 	544 	309 	515 	533 	502 
A	ICCS0101	T	NR	ME	14 	15 	16 	20 	11 	15 	48 	40 	46 	49 	23 	30 	36 	40 	36 	20 
A	ICCS0101	T	NR	MT	: 	: 	13 	11 	8 	32 	32 	31 	37 	46 	51 	27 	29 	48 	51 	54 
A	ICCS0101	T	NR	NO	136 	132 	133 	138 	140 	131 	133 	142 	140 	144 	165 	164 	160 	167 	160 	156 
A	ICCS0101	T	NR	PL	4963 	4931 	4879 	4905 	4710 	4698 	4755 	4705 	4376 	4373 	4391 	4409 	4353 	4339 	4344 	4359 
A	ICCS0101	T	NR	PT	340 	341 	340 	335 	332 	330 	319 	314 	299 	289 	282 	249 	239 	256 	239 	211 
A	ICCS0101	T	NR	RO	5810 	5559 	5499 	5636 	5598 	6258 	6264 	6448 	6192 	5537 	5011 	4796 	4951 	5410 	5057 	5053 
A	ICCS0101	T	NR	RS	: 	: 	: 	: 	: 	653 	774 	803 	729 	742 	775 	737 	754 	731 	826 	875 
A	ICCS0101	T	NR	SE	436 	451 	468 	456 	463 	564 	550 	570 	583 	634 	653 	678 	741 	814 	913 	973 
A	ICCS0101	T	NR	SI	111 	108 	102 	101 	107 	114 	116 	114 	75 	86 	80 	103 	101 	90 	97 	111 
A	ICCS0101	T	NR	SK	: 	497 	587 	550 	608 	491 	497 	493 	493 	377 	397 	422 	442 	468 	469 	469 
A	ICCS0101	T	NR	TR	: 	1514 	2958 	3484 	6434 	25735 	27368 	28752 	30212 	: 	34373 	35052 	37364 	39118 	42414 	35227 
A	ICCS0101	T	NR	UKC-L	4580 	5022 	4798 	5040 	5210 	5271 	5271 	5336 	5504 	5476 	5466 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	UKM	817 	838 	819 	832 	843 	863 	863 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	UKN	: 	150 	162 	167 	161 	180 	220 	189 	169 	162 	168 	: 	: 	: 	: 	: 
A	ICCS0101	T	NR	XK	: 	284 	458 	412 	425 	438 	370 	418 	: 	388 	362 	355 	343 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	AL	35.90 	38.90 	: 	39.76 	: 	: 	37.16 	13.41 	11.26 	14.91 	14.32 	13.76 	14.48 	14.31 	14.82 	14.30 
A	ICCS0101	T	P_HTHAB	AT	6.43 	6.23 	6.30 	6.36 	6.37 	6.07 	5.82 	5.68 	5.61 	5.68 	4.14 	4.26 	4.38 	4.39 	4.27 	4.54 
A	ICCS0101	T	P_HTHAB	BE	7.95 	7.57 	7.91 	7.73 	8.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	BG	14.34 	14.06 	13.19 	13.28 	13.39 	12.84 	12.38 	11.23 	11.34 	11.95 	11.80 	12.11 	12.00 	10.77 	11.79 	12.47 
A	ICCS0101	T	P_HTHAB	CH	6.16 	6.34 	6.25 	6.19 	6.24 	6.22 	6.08 	6.57 	6.80 	6.89 	6.85 	7.58 	7.63 	7.17 	6.44 	: 
A	ICCS0101	T	P_HTHAB	CY	: 	2.13 	2.32 	2.26 	2.32 	2.08 	: 	: 	: 	: 	: 	: 	: 	: 	6.74 	: 
A	ICCS0101	T	P_HTHAB	CZ	: 	: 	: 	11.89 	10.57 	11.01 	11.03 	8.33 	11.29 	10.80 	10.46 	9.75 	9.53 	9.23 	9.85 	8.70 
A	ICCS0101	T	P_HTHAB	DE	: 	: 	: 	: 	: 	4.71 	4.56 	4.36 	4.14 	4.07 	4.10 	4.05 	4.08 	4.03 	3.98 	3.88 
A	ICCS0101	T	P_HTHAB	DK	3.18 	3.27 	3.47 	3.79 	3.49 	3.62 	3.43 	3.46 	3.35 	3.10 	3.15 	3.19 	3.21 	3.25 	2.89 	2.78 
A	ICCS0101	T	P_HTHAB	EE	46.32 	42.97 	39.53 	39.86 	39.01 	38.78 	37.09 	32.70 	30.02 	27.29 	24.94 	23.10 	21.60 	20.98 	19.75 	16.84 
A	ICCS0101	T	P_HTHAB	EL	6.83 	5.48 	6.03 	6.51 	7.69 	7.42 	7.99 	7.42 	7.92 	8.05 	7.86 	8.04 	7.76 	6.63 	7.50 	6.19 
A	ICCS0101	T	P_HTHAB	ES	6.51 	7.02 	7.11 	6.91 	8.17 	8.38 	8.19 	8.45 	8.40 	8.20 	7.97 	7.60 	7.41 	7.33 	7.50 	6.85 
A	ICCS0101	T	P_HTHAB	FI	10.87 	11.10 	11.19 	11.24 	11.15 	11.44 	11.02 	11.04 	9.66 	9.23 	8.69 	8.59 	8.52 	8.75 	8.36 	5.48 
A	ICCS0101	T	P_HTHAB	FR	5.54 	5.39 	5.26 	5.24 	5.24 	6.24 	5.90 	4.66 	7.44 	10.63 	11.25 	11.54 	6.98 	7.07 	7.43 	7.75 
A	ICCS0101	T	P_HTHAB	HR	10.23 	10.51 	9.92 	: 	9.21 	9.46 	9.18 	8.02 	: 	: 	7.99 	7.58 	7.15 	7.75 	8.57 	8.18 
A	ICCS0101	T	P_HTHAB	HU	: 	: 	: 	: 	: 	14.85 	15.56 	14.23 	: 	17.35 	2.70 	5.33 	7.80 	9.72 	11.19 	12.35 
A	ICCS0101	T	P_HTHAB	IE	: 	: 	: 	: 	: 	8.95 	9.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	IS	: 	: 	: 	: 	: 	5.90 	: 	: 	: 	2.07 	2.01 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	IT	9.47 	9.89 	10.17 	10.23 	10.38 	16.13 	15.46 	15.05 	14.94 	15.19 	15.27 	15.41 	14.80 	14.91 	14.90 	14.92 
A	ICCS0101	T	P_HTHAB	LI	: 	: 	: 	: 	: 	2.71 	2.69 	0.00 	2.66 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	LT	55.34 	56.72 	59.90 	65.42 	65.79 	64.40 	64.04 	59.29 	57.43 	56.29 	54.97 	52.07 	48.82 	46.07 	42.23 	36.19 
A	ICCS0101	T	P_HTHAB	LU	: 	: 	: 	8.01 	10.29 	10.24 	11.10 	11.19 	0.17 	8.80 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	LV	: 	: 	: 	: 	: 	35.63 	34.82 	32.48 	31.90 	31.33 	30.86 	28.33 	16.20 	27.20 	28.42 	26.66 
A	ICCS0101	T	P_HTHAB	ME	2.27 	2.43 	2.58 	3.23 	1.77 	2.42 	7.72 	6.43 	7.39 	7.87 	3.70 	4.82 	5.79 	6.44 	5.83 	3.24 
A	ICCS0101	T	P_HTHAB	MT	: 	: 	3.14 	2.65 	1.92 	7.59 	7.52 	7.22 	8.52 	9.99 	10.72 	5.47 	5.64 	9.30 	9.79 	9.96 
A	ICCS0101	T	P_HTHAB	NO	2.87 	2.75 	2.74 	2.80 	2.81 	2.59 	2.60 	2.75 	2.69 	2.74 	3.12 	3.08 	2.98 	3.10 	2.95 	2.84 
A	ICCS0101	T	P_HTHAB	PL	13.02 	12.93 	12.83 	12.89 	12.37 	12.34 	12.51 	12.38 	11.53 	11.52 	11.56 	11.61 	11.47 	11.47 	11.54 	11.86 
A	ICCS0101	T	P_HTHAB	PT	3.22 	3.23 	3.22 	3.17 	3.15 	3.15 	3.06 	3.03 	2.89 	2.80 	2.74 	2.42 	2.32 	2.49 	2.31 	2.01 
A	ICCS0101	T	P_HTHAB	RO	28.16 	27.20 	25.62 	26.32 	27.86 	31.26 	31.40 	32.45 	31.34 	28.19 	25.66 	24.70 	25.61 	28.17 	26.56 	26.52 
A	ICCS0101	T	P_HTHAB	RS	: 	: 	: 	: 	: 	9.09 	10.83 	11.29 	10.30 	10.54 	11.07 	10.58 	10.89 	10.64 	12.15 	13.18 
A	ICCS0101	T	P_HTHAB	SE	4.75 	4.87 	5.01 	4.84 	4.88 	5.90 	5.70 	5.85 	5.92 	6.34 	6.45 	6.63 	7.17 	7.84 	8.73 	9.25 
A	ICCS0101	T	P_HTHAB	SI	5.52 	5.31 	4.98 	4.93 	5.21 	5.54 	5.63 	5.53 	3.63 	4.16 	3.87 	4.95 	4.82 	4.27 	4.60 	5.24 
A	ICCS0101	T	P_HTHAB	SK	: 	9.23 	10.89 	10.20 	11.25 	9.07 	9.18 	9.09 	9.09 	6.94 	7.29 	7.74 	8.10 	8.57 	8.63 	8.64 
A	ICCS0101	T	P_HTHAB	TR	: 	2.12 	4.08 	4.73 	8.61 	34.03 	35.70 	37.01 	38.37 	: 	42.54 	42.74 	44.93 	46.78 	50.09 	41.31 
A	ICCS0101	T	P_HTHAB	UKC-L	8.39 	9.12 	8.65 	9.01 	9.24 	9.29 	9.22 	9.25 	9.47 	9.35 	9.27 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	UKM	15.75 	16.06 	15.61 	15.76 	15.89 	16.22 	16.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	UKN	: 	8.40 	9.00 	9.23 	8.85 	9.85 	11.97 	11.91 	9.74 	: 	: 	: 	: 	: 	: 	: 
A	ICCS0101	T	P_HTHAB	XK	: 	13.02 	20.74 	22.96 	: 	: 	: 	: 	: 	: 	20.13 	19.77 	19.25 	: 	: 	: 
A	ICCS03011	F	NR	AL	2 	13 	12 	1 	1 	1 	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	AT	0 	0 	1 	4 	3 	2 	4 	4 	6 	6 	6 	5 	6 	5 	5 	6 
A	ICCS03011	F	NR	BA	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	BE	8 	9 	3 	7 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	BG	0 	0 	1 	3 	1 	1 	1 	1 	1 	0 	0 	0 	0 	0 	1 	1 
A	ICCS03011	F	NR	CH	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	: 
A	ICCS03011	F	NR	CY	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A	ICCS03011	F	NR	CZ	: 	: 	: 	3 	4 	7 	7 	7 	4 	3 	2 	2 	3 	6 	8 	8 
A	ICCS03011	F	NR	DE	: 	: 	: 	: 	: 	10 	10 	10 	7 	3 	7 	12 	12 	14 	14 	15 
A	ICCS03011	F	NR	DK	: 	0 	0 	0 	0 	1 	1 	0 	: 	: 	2 	4 	2 	3 	3 	3 
A	ICCS03011	F	NR	EE	: 	: 	0 	0 	: 	1 	: 	0 	0 	0 	1 	1 	1 	0 	1 	1 
A	ICCS03011	F	NR	EL	1 	4 	2 	0 	1 	1 	5 	2 	6 	5 	11 	4 	2 	1 	4 	3 
A	ICCS03011	F	NR	ES	10 	12 	13 	6 	13 	10 	12 	18 	51 	42 	28 	53 	59 	57 	59 	62 
A	ICCS03011	F	NR	FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 
A	ICCS03011	F	NR	FR	115 	114 	102 	140 	127 	98 	93 	: 	44 	73 	79 	82 	89 	91 	: 	103 
A	ICCS03011	F	NR	HR	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	HU	: 	: 	: 	: 	: 	5 	2 	3 	: 	14 	6 	8 	19 	24 	25 	28 
A	ICCS03011	F	NR	IS	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	IT	54 	54 	47 	46 	42 	40 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	LI	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	LT	2 	1 	3 	3 	1 	2 	0 	0 	0 	0 	1 	0 	2 	3 	0 	1 
A	ICCS03011	F	NR	LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	LV	: 	: 	: 	: 	: 	0 	1 	0 	0 	1 	2 	2 	2 	2 	3 	1 
A	ICCS03011	F	NR	ME	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	MT	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	NO	2 	2 	2 	1 	3 	2 	2 	2 	5 	5 	7 	9 	5 	9 	6 	6 
A	ICCS03011	F	NR	PL	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	3 	4 	3 	1 	2 	2 
A	ICCS03011	F	NR	PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	2 
A	ICCS03011	F	NR	RO	4 	4 	3 	2 	7 	10 	18 	16 	21 	13 	15 	16 	21 	26 	29 	32 
A	ICCS03011	F	NR	RS	: 	: 	: 	: 	: 	0 	0 	0 	1 	1 	1 	1 	3 	3 	0 	0 
A	ICCS03011	F	NR	SE	1 	2 	2 	2 	2 	3 	2 	3 	2 	0 	1 	3 	1 	3 	6 	8 
A	ICCS03011	F	NR	SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A	ICCS03011	F	NR	SK	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	1 
A	ICCS03011	F	NR	TR	: 	16 	14 	15 	33 	94 	129 	134 	137 	: 	132 	151 	137 	145 	144 	101 
A	ICCS03011	F	NR	UKC-L	10 	9 	9 	9 	12 	15 	17 	20 	21 	19 	18 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	UKM	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	UKN	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 
A	ICCS03011	F	NR	XK	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	AL	0.13 	0.81 	: 	0.07 	: 	: 	0.07 	0.07 	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	AT	0.00 	0.00 	0.02 	0.09 	0.07 	0.05 	0.09 	0.09 	0.14 	0.13 	0.13 	0.11 	0.13 	0.11 	0.11 	0.13 
A	ICCS03011	F	P_HTHAB	BE	0.15 	0.16 	0.05 	0.13 	0.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	BG	0.00 	0.00 	0.03 	0.08 	0.03 	0.03 	0.03 	0.03 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	0.03 
A	ICCS03011	F	P_HTHAB	CH	0.00 	0.00 	0.00 	0.03 	0.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	0.00 	0.00 	0.00 	0.00 	: 
A	ICCS03011	F	P_HTHAB	CY	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 
A	ICCS03011	F	P_HTHAB	CZ	: 	: 	: 	0.06 	0.07 	0.13 	0.13 	0.13 	0.07 	0.06 	0.04 	0.04 	0.06 	0.11 	0.15 	0.14 
A	ICCS03011	F	P_HTHAB	DE	: 	: 	: 	: 	: 	0.02 	0.02 	0.02 	0.02 	0.01 	0.02 	0.03 	0.03 	0.03 	0.03 	0.04 
A	ICCS03011	F	P_HTHAB	DK	: 	0.00 	0.00 	0.00 	0.00 	0.04 	0.04 	0.00 	: 	: 	0.07 	0.14 	0.07 	0.10 	0.10 	0.10 
A	ICCS03011	F	P_HTHAB	EE	: 	: 	0.00 	0.00 	: 	0.14 	: 	0.00 	0.00 	0.00 	0.14 	0.14 	0.14 	0.00 	0.14 	0.14 
A	ICCS03011	F	P_HTHAB	EL	0.02 	0.07 	0.04 	0.00 	0.02 	0.02 	0.08 	0.04 	0.11 	0.09 	0.20 	0.07 	0.04 	0.02 	0.07 	0.06 
A	ICCS03011	F	P_HTHAB	ES	0.04 	0.05 	0.06 	0.03 	0.05 	0.04 	0.05 	0.08 	0.22 	0.18 	0.12 	0.22 	0.24 	0.24 	0.24 	0.25 
A	ICCS03011	F	P_HTHAB	FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.04 
A	ICCS03011	F	P_HTHAB	FR	0.35 	0.34 	0.31 	0.42 	0.38 	0.29 	0.27 	: 	0.13 	0.21 	0.23 	0.24 	0.26 	0.26 	: 	0.29 
A	ICCS03011	F	P_HTHAB	HR	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	HU	: 	: 	: 	: 	: 	0.10 	0.04 	0.06 	: 	0.27 	0.12 	0.16 	0.37 	0.47 	0.50 	0.56 
A	ICCS03011	F	P_HTHAB	IS	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	IT	0.18 	0.18 	0.15 	0.15 	0.14 	0.13 	0.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	LI	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	LT	0.12 	0.06 	0.18 	0.18 	0.06 	0.12 	0.00 	0.00 	0.00 	0.00 	0.07 	0.00 	0.13 	0.20 	0.00 	0.07 
A	ICCS03011	F	P_HTHAB	LU	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	LV	: 	: 	: 	: 	: 	0.00 	0.09 	0.00 	0.00 	0.09 	0.19 	0.19 	0.19 	0.20 	0.30 	0.10 
A	ICCS03011	F	P_HTHAB	ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	MT	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	NO	0.04 	0.04 	0.04 	0.02 	0.06 	0.08 	0.08 	0.08 	0.19 	0.19 	0.27 	0.34 	0.19 	0.34 	0.22 	0.22 
A	ICCS03011	F	P_HTHAB	PL	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.01 	0.02 	0.02 	0.02 	0.01 	0.01 	0.01 
A	ICCS03011	F	P_HTHAB	PT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	0.00 	0.00 	0.00 	0.00 	0.04 
A	ICCS03011	F	P_HTHAB	RO	0.04 	0.04 	0.03 	0.02 	0.07 	0.10 	0.18 	0.16 	0.21 	0.13 	0.15 	0.16 	0.21 	0.26 	0.30 	0.33 
A	ICCS03011	F	P_HTHAB	RS	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.03 	0.03 	0.03 	0.03 	0.08 	0.09 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	SE	0.02 	0.04 	0.04 	0.04 	0.04 	0.06 	0.04 	0.06 	0.04 	0.00 	0.02 	0.06 	0.02 	0.06 	0.12 	0.15 
A	ICCS03011	F	P_HTHAB	SI	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A	ICCS03011	F	P_HTHAB	SK	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.04 
A	ICCS03011	F	P_HTHAB	TR	: 	0.04 	0.04 	0.04 	0.09 	0.25 	0.34 	0.35 	0.35 	: 	0.33 	0.37 	0.33 	0.35 	0.34 	0.24 
A	ICCS03011	F	P_HTHAB	UKC-L	0.04 	0.03 	0.03 	0.03 	0.04 	0.05 	0.06 	0.07 	0.07 	0.06 	0.06 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	UKM	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	UKN	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	F	P_HTHAB	XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	: 	: 	: 
A	ICCS03011	M	NR	AL	107 	95 	60 	73 	74 	71 	79 	77 	98 	90 	108 	74 	65 	64 	82 	78 
A	ICCS03011	M	NR	AT	245 	259 	374 	398 	402 	424 	424 	399 	482 	499 	483 	498 	464 	488 	516 	533 
A	ICCS03011	M	NR	BA	: 	: 	: 	: 	: 	61 	67 	57 	46 	45 	152 	51 	34 	53 	54 	63 
A	ICCS03011	M	NR	BE	782 	767 	736 	776 	827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A	ICCS03011	M	NR	BG	477 	411 	376 	314 	297 	280 	281 	245 	245 	228 	216 	204 	179 	158 	177 	160 
A	ICCS03011	M	NR	CH	161 	147 	179 	158 	158 	171 	177 	175 	207 	209 	213 	236 	240 	221 	195 	: 
A	ICCS03011	M	NR	CY	: 	: 	: 	: 	30 	35 	: 	: 	: 	: 	: 	: 	: 	: 	40 	: 
A	ICCS03011	M	NR	CZ	: 	: 	: 	501 	491 	463 	469 	496 	538 	540 	539 	546 	520 	530 	645 	626 
A	ICCS03011	M	NR	DE	: 	: 	: 	: 	: 	1320 	1227 	1250 	1193 	1646 	1632 	1478 	1675 	1681 	1615 	1563 
A	ICCS03011	M	NR	DK	57 	53 	56 	50 	62 	54 	71 	96 	102 	105 	138 	168 	158 	181 	208 	209 
A	ICCS03011	M	NR	EE	: 	: 	124 	92 	: 	88 	: 	90 	86 	91 	98 	101 	95 	88 	82 	76 
A	ICCS03011	M	NR	EL	201 	212 	218 	207 	176 	178 	196 	137 	165 	302 	270 	344 	337 	289 	297 	305 
A	ICCS03011	M	NR	ES	2265 	2437 	2459 	2353 	2204 	2158 	2115 	2230 	3174 	3236 	3285 	3328 	3450 	3699 	3993 	3983 
A	ICCS03011	M	NR	FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78 
A	ICCS03011	M	NR	FR	7974 	7725 	7462 	7551 	7583 	7568 	7162 	: 	4379 	6925 	7180 	7424 	7540 	8318 	: 	9857 
A	ICCS03011	M	NR	HR	145 	158 	156 	: 	142 	100 	97 	91 	: 	: 	47 	52 	36 	41 	51 	42 
