freq,leg_case,leg_stat,unit,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,OTH,CRT_BGHT,NR,XK	68970 	68757 	62414 	56962 	57363 	56990 	48186 	50820 	39470 	38460 	40304 	46146 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,AL	: 	: 	: 	: 	: 	: 	376.87 	479.00 	488.21 	530.66 	528.51 	481.34 	345.79 	541.82 	: 
A,OTH,CRT_BGHT,P_HTHAB,BA	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	92.48 	87.30 	86.74 	78.18 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,CH	643.80 	: 	2818.17 	: 	1011.58 	: 	: 	: 	625.07 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,DE	: 	: 	: 	: 	: 	1035.69 	977.21 	943.89 	916.78 	857.04 	903.51 	878.24 	807.95 	691.72 	632.52 
A,OTH,CRT_BGHT,P_HTHAB,DK	8946.25 	10148.33 	10150.31 	9693.15 	8963.29 	8904.30 	8759.58 	8565.89 	8652.94 	9018.92 	9164.84 	9284.15 	8290.03 	7929.15 	8511.68 
A,OTH,CRT_BGHT,P_HTHAB,EE	1013.57 	2333.24 	365.64 	384.38 	521.95 	665.82 	825.42 	889.44 	762.34 	558.82 	535.73 	524.00 	447.86 	413.51 	383.92 
A,OTH,CRT_BGHT,P_HTHAB,ES	792.59 	918.69 	831.88 	812.08 	869.46 	903.78 	806.39 	744.87 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 
A,OTH,CRT_BGHT,P_HTHAB,FI	364.80 	392.47 	391.00 	377.32 	363.34 	374.70 	357.99 	363.06 	349.22 	350.75 	380.44 	386.27 	385.93 	306.64 	354.08 
A,OTH,CRT_BGHT,P_HTHAB,HR	22102.33 	20932.55 	11170.86 	11503.93 	11608.18 	11710.01 	15312.96 	14829.14 	15695.08 	15674.71 	15477.34 	15801.72 	15344.89 	17801.13 	18905.19 
A,OTH,CRT_BGHT,P_HTHAB,HU	678.07 	1123.94 	1181.30 	1303.06 	2081.79 	11508.74 	9603.10 	9565.85 	9045.45 	9329.69 	8393.61 	7676.36 	7597.87 	7953.28 	7596.63 
A,OTH,CRT_BGHT,P_HTHAB,IT	18.62 	23.63 	18.64 	16.18 	11.66 	10.65 	10.46 	: 	: 	9.55 	13.15 	: 	15.26 	10.76 	: 
A,OTH,CRT_BGHT,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	: 	353.26 	361.49 	341.18 	354.20 	453.38 	441.32 	535.14 	: 
A,OTH,CRT_BGHT,P_HTHAB,LT	2685.48 	2868.82 	2956.55 	2614.01 	2493.04 	2567.98 	2688.63 	3035.09 	2682.72 	755.57 	687.92 	788.75 	702.66 	443.61 	162.97 
A,OTH,CRT_BGHT,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	: 	: 	708.72 	672.46 	713.45 	664.45 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,LV	1172.05 	875.43 	805.23 	788.97 	496.38 	434.62 	370.08 	371.83 	378.17 	419.62 	400.49 	444.28 	303.88 	155.08 	128.21 
A,OTH,CRT_BGHT,P_HTHAB,ME	6340.58 	6243.95 	5347.49 	5145.76 	3711.54 	4396.57 	5067.89 	646.04 	789.43 	764.32 	816.25 	1072.36 	752.40 	930.66 	1152.05 
A,OTH,CRT_BGHT,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	130.33 	86.51 	70.55 	74.99 	74.67 
A,OTH,CRT_BGHT,P_HTHAB,PL	2575.94 	2641.21 	2573.84 	2628.70 	2733.09 	2865.49 	2822.89 	2611.51 	2360.24 	2407.10 	2559.79 	2460.65 	2071.80 	2243.72 	2453.89 
A,OTH,CRT_BGHT,P_HTHAB,PT	351.59 	177.19 	170.91 	188.59 	152.14 	130.40 	194.41 	169.93 	179.67 	166.99 	153.64 	136.59 	114.03 	145.07 	161.02 
A,OTH,CRT_BGHT,P_HTHAB,RO	636.33 	1686.63 	2828.91 	2985.81 	2751.53 	2913.01 	1415.33 	985.22 	1320.04 	999.29 	936.99 	964.52 	941.81 	950.93 	1060.56 
A,OTH,CRT_BGHT,P_HTHAB,RS	: 	: 	: 	: 	: 	7239.46 	7377.11 	9188.82 	8476.41 	7218.16 	6681.95 	9803.49 	7653.77 	8773.15 	8168.42 
A,OTH,CRT_BGHT,P_HTHAB,SE	32.68 	34.78 	33.59 	49.38 	57.71 	61.25 	57.86 	59.27 	70.00 	61.12 	70.79 	71.63 	70.60 	65.95 	69.91 
A,OTH,CRT_BGHT,P_HTHAB,SI	6143.85 	7672.65 	7738.83 	7155.24 	9407.66 	9196.72 	8446.91 	8177.18 	8989.25 	9044.70 	8516.85 	8378.07 	7576.84 	10464.22 	11062.42 
A,OTH,CRT_BGHT,P_HTHAB,SK	12436.38 	12502.99 	13853.64 	17257.85 	18998.89 	21359.58 	17630.58 	13325.96 	13070.59 	11064.60 	6938.39 	10498.27 	7982.47 	10286.62 	10224.33 
A,OTH,CRT_BGHT,P_HTHAB,UKC-L	: 	: 	: 	471.49 	471.88 	446.04 	401.00 	394.21 	386.16 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,UKN	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 
A,OTH,CRT_BGHT,P_HTHAB,XK	3203.23 	3153.00 	2826.58 	3174.82 	: 	: 	: 	: 	2227.92 	2156.40 	2240.97 	2569.85 	: 	: 	: 
A,OTH,CRT_PEN,NR,AL	: 	: 	: 	: 	: 	1597 	5444 	3341 	3160 	3296 	3503 	3442 	4457 	6162 	: 
A,OTH,CRT_PEN,NR,BA	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	0 	: 
A,OTH,CRT_PEN,NR,CH	8442 	28915 	37801 	17051 	13069 	: 	: 	: 	10538 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_PEN,NR,DE	: 	: 	: 	: 	: 	659668 	631117 	613370 	600679 	577834 	625776 	613146 	593331 	536660 	492468 
A,OTH,CRT_PEN,NR,DK	126083 	144510 	143079 	110360 	89318 	88614 	93769 	98315 	107676 	115329 	122614 	109528 	97586 	92482 	94583 
A,OTH,CRT_PEN,NR,EE	912 	1174 	1301 	1153 	890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_PEN,NR,ES	176230 	229454 	245958 	268719 	297403 	333726 	321172 	287838 	257602 	: 	: 	: 	: 	: 	0 
A,OTH,CRT_PEN,NR,FI	9411 	9745 	9736 	9785 	9599 	10533 	3807 	4418 	3711 	3965 	2713 	2349 	2375 	1946 	2037 
A,OTH,CRT_PEN,NR,HR	236789 	222880 	69254 	62682 	59488 	48303 	129332 	105448 	102739 	89977 	90788 	101104 	104495 	117525 	109109 
A,OTH,CRT_PEN,NR,HU	21454 	28374 	30310 	29057 	61399 	178106 	145508 	183496 	168398 	153028 	110590 	101660 	116762 	90946 	85442 
A,OTH,CRT_PEN,NR,IT	65113 	56582 	45711 	32255 	25524 	17645 	17645 	: 	: 	13770 	11051 	12287 	15126 	11376 	: 
A,OTH,CRT_PEN,NR,LI	: 	: 	: 	: 	: 	: 	: 	42 	39 	47 	58 	55 	59 	70 	: 
A,OTH,CRT_PEN,NR,LT	4553 	4126 	4070 	3596 	3008 	2943 	3246 	4366 	2404 	1154 	1274 	1063 	1451 	575 	561 
A,OTH,CRT_PEN,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1440 	1340 	1319 	1033 	: 	: 	: 
A,OTH,CRT_PEN,NR,LV	840 	655 	680 	770 	1596 	1312 	1272 	624 	800 	1200 	1307 	1748 	917 	917 	826 
A,OTH,CRT_PEN,NR,ME	24403 	17807 	16256 	15153 	11119 	10222 	9056 	1764 	1008 	695 	749 	778 	688 	701 	988 
A,OTH,CRT_PEN,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	483 	464 	531 	544 	567 
A,OTH,CRT_PEN,NR,PL	226631 	246197 	256422 	265629 	280931 	325849 	342124 	322466 	285117 	293906 	332984 	362439 	366512 	346244 	346800 
A,OTH,CRT_PEN,NR,PT	15983 	13358 	11633 	10197 	7644 	6422 	7031 	6399 	5580 	3760 	3568 	3124 	3462 	3876 	4531 
A,OTH,CRT_PEN,NR,RO	9226 	9387 	12797 	13942 	9651 	6684 	59538 	102151 	99793 	109599 	102766 	101839 	120270 	124925 	120053 
A,OTH,CRT_PEN,NR,RS	: 	: 	: 	: 	: 	400563 	445944 	592635 	614540 	612318 	540059 	550784 	575711 	584777 	437685 
A,OTH,CRT_PEN,NR,SE	2726 	2751 	2541 	3147 	3162 	3385 	3118 	3001 	3331 	3010 	3597 	3461 	3410 	3396 	3485 
A,OTH,CRT_PEN,NR,SI	22554 	23224 	21071 	22375 	47006 	38258 	33781 	28367 	27503 	29111 	27850 	27467 	28712 	28342 	27555 
A,OTH,CRT_PEN,NR,SK	311165 	165153 	138369 	185446 	206512 	253913 	230757 	160178 	203288 	121949 	92269 	171842 	85943 	89022 	89818 
A,OTH,CRT_PEN,NR,XK	152664 	179047 	190318 	165342 	159433 	175470 	166344 	147139 	124709 	116103 	113865 	115438 	: 	: 	: 
A,OTH,CRT_PEN,P_HTHAB,AL	: 	: 	: 	: 	: 	: 	187.99 	115.77 	109.89 	114.58 	122.04 	120.25 	156.61 	217.76 	: 
A,OTH,CRT_PEN,P_HTHAB,CH	111.17 	375.43 	485.51 	216.65 	164.29 	: 	: 	: 	126.55 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_PEN,P_HTHAB,DE	: 	: 	: 	: 	: 	819.22 	781.40 	755.40 	730.97 	700.22 	755.84 	738.56 	713.42 	645.37 	591.64 
A,OTH,CRT_PEN,P_HTHAB,DK	2302.55 	2622.00 	2585.11 	1984.67 	1600.53 	1581.65 	1666.34 	1737.10 	1886.65 	2006.15 	2120.91 	1886.44 	1675.94 	1583.58 	1610.36 
A,OTH,CRT_PEN,P_HTHAB,EE	68.14 	87.89 	97.58 	86.71 	67.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_PEN,P_HTHAB,ES	385.89 	496.23 	529.09 	575.82 	635.23 	714.19 	690.51 	619.68 	554.70 	: 	: 	: 	: 	: 	0.00 
A,OTH,CRT_PEN,P_HTHAB,FI	177.55 	182.96 	181.93 	182.04 	177.72 	194.10 	69.84 	80.74 	67.63 	72.05 	49.21 	42.57 	42.98 	35.17 	36.71 
A,OTH,CRT_PEN,P_HTHAB,HR	5491.44 	5171.47 	1609.49 	1461.17 	1391.21 	1133.30 	3045.39 	2495.62 	2451.61 	2165.92 	2211.38 	2480.32 	2574.93 	2911.66 	2824.97 
A,OTH,CRT_PEN,P_HTHAB,HU	213.57 	282.86 	302.67 	290.99 	618.20 	1797.45 	1473.15 	1861.85 	1713.02 	1561.90 	1130.97 	1040.24 	1195.17 	934.62 	881.84 
A,OTH,CRT_PEN,P_HTHAB,IT	111.01 	95.90 	77.23 	54.33 	42.97 	29.56 	29.03 	: 	: 	22.73 	18.27 	20.54 	25.36 	19.20 	: 
A,OTH,CRT_PEN,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	: 	112.40 	103.66 	124.31 	152.18 	143.31 	152.27 	179.23 	: 
A,OTH,CRT_PEN,P_HTHAB,LT	141.72 	129.59 	129.54 	117.80 	100.15 	99.03 	110.28 	149.46 	83.22 	40.52 	45.36 	38.04 	51.93 	20.57 	19.99 
A,OTH,CRT_PEN,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	: 	: 	249.89 	226.86 	219.10 	168.27 	: 	: 	: 
A,OTH,CRT_PEN,P_HTHAB,LV	38.32 	30.28 	32.07 	37.12 	78.05 	64.83 	63.55 	31.42 	40.63 	61.53 	67.57 	91.04 	48.07 	48.44 	44.04 
A,OTH,CRT_PEN,P_HTHAB,ME	3964.47 	2885.33 	2626.17 	2444.62 	1792.50 	1646.34 	1457.07 	283.56 	162.00 	111.67 	120.35 	125.04 	110.63 	112.93 	159.95 
A,OTH,CRT_PEN,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.53 	94.01 	103.19 	105.41 	108.84 
A,OTH,CRT_PEN,P_HTHAB,PL	594.59 	645.58 	674.39 	697.87 	738.05 	856.09 	899.90 	848.47 	750.96 	773.99 	876.81 	954.47 	965.57 	915.02 	921.01 
A,OTH,CRT_PEN,P_HTHAB,PT	151.45 	126.46 	110.02 	96.45 	72.51 	61.24 	67.43 	61.68 	53.96 	36.47 	34.67 	30.40 	33.63 	37.64 	43.77 
A,OTH,CRT_PEN,P_HTHAB,RO	44.71 	45.92 	59.63 	65.11 	48.02 	33.39 	298.48 	514.08 	505.02 	557.92 	526.18 	524.55 	622.23 	650.59 	630.45 
A,OTH,CRT_PEN,P_HTHAB,RS	: 	: 	: 	: 	: 	5577.70 	6239.81 	8330.09 	8684.39 	8697.36 	7713.54 	7909.29 	8311.47 	8510.12 	6439.29 
A,OTH,CRT_PEN,P_HTHAB,SE	29.69 	29.72 	27.20 	33.42 	33.34 	35.42 	32.33 	30.79 	33.81 	30.11 	35.54 	33.83 	33.02 	32.72 	33.34 
A,OTH,CRT_PEN,P_HTHAB,SI	1121.94 	1142.71 	1029.37 	1091.36 	2286.84 	1858.25 	1638.99 	1375.12 	1332.39 	1409.12 	1347.44 	1319.95 	1369.94 	1343.87 	1307.67 
A,OTH,CRT_PEN,P_HTHAB,SK	5787.97 	3068.39 	2566.95 	3439.00 	3821.24 	4692.68 	4260.69 	2954.58 	3746.38 	2243.63 	1695.15 	3152.82 	1574.66 	1630.50 	1652.67 
A,OTH,CRT_PEN,P_HTHAB,XK	7090.30 	8210.58 	8619.06 	9215.46 	: 	: 	: 	: 	7039.33 	6509.73 	6331.09 	6428.70 	: 	: 	: 
A,OTH,CRT_RESL,NR,AL	: 	: 	: 	: 	: 	5564 	10273 	6454 	10879 	11964 	11667 	10336 	5384 	13351 	: 
A,OTH,CRT_RESL,NR,BA	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	0 	: 
A,OTH,CRT_RESL,NR,CH	47766 	: 	212531 	: 	84450 	: 	: 	: 	49990 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,NR,DE	: 	: 	: 	: 	: 	835073 	817818 	784163 	766061 	730087 	700068 	741841 	692195 	632199 	570950 
A,OTH,CRT_RESL,NR,DK	466296 	539022 	571519 	577157 	524714 	501540 	490107 	483232 	486018 	514154 	525651 	556955 	498453 	470156 	498615 
A,OTH,CRT_RESL,NR,EE	10351 	23651 	11559 	5034 	5903 	7507 	10329 	10872 	10628 	7380 	6771 	6905 	5926 	5446 	4878 
A,OTH,CRT_RESL,NR,ES	286064 	341521 	342766 	333820 	353657 	355334 	357335 	365173 	0 	0 	0 	: 	0 	0 	0 
A,OTH,CRT_RESL,NR,FI	20897 	19584 	20014 	19223 	18696 	18235 	17934 	18289 	17922 	17940 	20262 	20402 	21031 	16268 	18898 
A,OTH,CRT_RESL,NR,HR	979094 	905208 	506717 	505610 	499196 	510229 	707721 	638810 	659606 	662508 	635162 	628632 	621175 	705915 	736646 
A,OTH,CRT_RESL,NR,HU	72865 	111228 	116391 	131373 	174420 	1241377 	980426 	956058 	923208 	908592 	833811 	760113 	727040 	799732 	741542 
A,OTH,CRT_RESL,NR,IT	31376 	22466 	21449 	19507 	16504 	14161 	14161 	: 	: 	5915 	8503 	7229 	6188 	10270 	: 
A,OTH,CRT_RESL,NR,LI	: 	: 	: 	: 	: 	: 	: 	139 	139 	121 	124 	177 	169 	198 	: 
A,OTH,CRT_RESL,NR,LT	85400 	91766 	92950 	80269 	75470 	76383 	78863 	87543 	79454 	22768 	19203 	22250 	19245 	13278 	4587 
A,OTH,CRT_RESL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	4290 	4072 	4290 	4365 	: 	: 	: 
A,OTH,CRT_RESL,NR,LV	25501 	19119 	17050 	16278 	9324 	9080 	7443 	7439 	7368 	8411 	7604 	8031 	6628 	2936 	2496 
A,OTH,CRT_RESL,NR,ME	40272 	39973 	29381 	32982 	25645 	28399 	35151 	7388 	5632 	5056 	5025 	6613 	4738 	5742 	6808 
A,OTH,CRT_RESL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	423 	329 	197 	240 	368 
A,OTH,CRT_RESL,NR,PL	964985 	987678 	968318 	991525 	1025090 	1045701 	1056931 	1012180 	932831 	906050 	933045 	901653 	782270 	869377 	923415 
A,OTH,CRT_RESL,NR,PT	90136 	21342 	19783 	21375 	18592 	14924 	19666 	18229 	19396 	19017 	15964 	14478 	11402 	14526 	16014 
A,OTH,CRT_RESL,NR,RO	56272 	53170 	49831 	43458 	41705 	32294 	87992 	214286 	189741 	186498 	193738 	189924 	165126 	204398 	197584 
A,OTH,CRT_RESL,NR,RS	: 	: 	: 	: 	: 	655698 	570670 	692154 	815815 	739320 	732276 	676731 	505031 	593812 	702220 
A,OTH,CRT_RESL,NR,SE	3084 	3283 	3354 	3941 	5463 	5636 	5860 	5901 	6564 	6435 	6577 	7374 	7343 	6860 	7219 
A,OTH,CRT_RESL,NR,SI	119127 	155371 	159797 	145412 	204450 	197415 	178516 	174125 	186290 	185169 	178069 	174643 	157444 	221049 	233773 
A,OTH,CRT_RESL,NR,SK	553335 	697075 	743384 	926423 	1006530 	1108811 	976483 	793026 	665875 	620046 	408220 	489780 	521572 	558548 	554867 
A,OTH,CRT_RESL,NR,UKC-L	: 	: 	: 	232633 	233931 	206636 	216744 	190724 	195820 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,NR,UKN	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,NR,XK	37776 	39322 	42147 	55522 	61019 	48855 	58401 	47111 	61900 	47149 	42399 	44250 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,AL	: 	: 	: 	: 	: 	: 	354.74 	223.65 	378.32 	415.91 	406.47 	361.09 	189.18 	471.81 	: 
A,OTH,CRT_RESL,P_HTHAB,BA	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,CH	629.04 	: 	2729.72 	: 	1061.64 	: 	: 	: 	600.33 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,DE	: 	: 	: 	: 	: 	1037.05 	1012.56 	965.75 	932.22 	884.72 	845.57 	893.58 	832.30 	760.27 	685.93 
A,OTH,CRT_RESL,P_HTHAB,DK	8515.59 	9780.04 	10326.04 	10379.35 	9402.61 	8951.87 	8709.55 	8538.10 	8515.80 	8943.72 	9092.44 	9592.62 	8560.42 	8050.55 	8489.35 
A,OTH,CRT_RESL,P_HTHAB,EE	773.36 	1770.63 	866.95 	378.59 	445.44 	568.64 	784.99 	826.85 	807.63 	560.95 	513.29 	521.20 	445.91 	409.45 	366.27 
A,OTH,CRT_RESL,P_HTHAB,ES	626.39 	738.60 	737.34 	715.32 	755.38 	760.43 	768.26 	786.17 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 
A,OTH,CRT_RESL,P_HTHAB,FI	394.25 	367.68 	373.99 	357.62 	346.14 	336.03 	328.99 	334.24 	326.61 	325.99 	367.52 	369.74 	380.63 	293.98 	340.61 
A,OTH,CRT_RESL,P_HTHAB,HR	22706.44 	21003.50 	11776.32 	11786.17 	11674.41 	11971.19 	16664.77 	15118.63 	15739.87 	15947.86 	15471.03 	15421.84 	15306.80 	17488.92 	19072.70 
A,OTH,CRT_RESL,P_HTHAB,HU	725.36 	1108.85 	1162.25 	1315.61 	1756.16 	12528.03 	9925.99 	9700.69 	9391.28 	9273.65 	8527.10 	7777.88 	7441.92 	8218.59 	7653.43 
A,OTH,CRT_RESL,P_HTHAB,IT	53.49 	38.08 	36.24 	32.86 	27.79 	23.73 	23.30 	: 	: 	9.76 	14.06 	12.09 	10.38 	17.34 	: 
A,OTH,CRT_RESL,P_HTHAB,LI	: 	: 	: 	: 	: 	: 	: 	372.00 	369.46 	320.02 	325.34 	461.20 	436.16 	506.98 	: 
A,OTH,CRT_RESL,P_HTHAB,LT	2658.28 	2882.23 	2958.33 	2629.54 	2512.62 	2570.17 	2679.25 	2996.75 	2750.65 	799.47 	683.65 	796.30 	688.78 	474.95 	163.47 
A,OTH,CRT_RESL,P_HTHAB,LU	: 	: 	: 	: 	: 	: 	: 	: 	744.47 	689.39 	712.62 	711.03 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,LV	1163.47 	883.98 	804.05 	784.63 	455.98 	448.66 	371.88 	374.55 	374.21 	431.31 	393.10 	418.29 	347.44 	155.08 	133.07 
A,OTH,CRT_RESL,P_HTHAB,ME	6542.52 	6476.96 	4746.52 	5320.96 	4134.24 	4573.90 	5655.64 	1187.59 	905.15 	812.36 	807.41 	1062.87 	761.89 	925.03 	1102.18 
A,OTH,CRT_RESL,P_HTHAB,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.92 	66.66 	38.28 	46.50 	70.64 
A,OTH,CRT_RESL,P_HTHAB,PL	2531.73 	2589.89 	2546.67 	2604.98 	2693.08 	2747.32 	2780.09 	2663.24 	2456.94 	2386.04 	2456.89 	2374.47 	2060.88 	2297.51 	2452.35 
A,OTH,CRT_RESL,P_HTHAB,PT	854.10 	202.04 	187.10 	202.17 	176.35 	142.31 	188.60 	175.70 	187.56 	184.46 	155.13 	140.88 	110.74 	141.05 	154.69 
A,OTH,CRT_RESL,P_HTHAB,RO	272.70 	260.12 	232.18 	202.94 	207.53 	161.31 	441.12 	1078.40 	960.21 	949.37 	991.97 	978.26 	854.30 	1064.48 	1037.60 
A,OTH,CRT_RESL,P_HTHAB,RS	: 	: 	: 	: 	: 	9130.37 	7985.02 	9728.93 	11528.72 	10501.30 	10458.93 	9717.89 	7291.07 	8641.61 	10331.16 
A,OTH,CRT_RESL,P_HTHAB,SE	33.58 	35.47 	35.91 	41.86 	57.61 	58.98 	60.76 	60.54 	66.63 	64.38 	64.99 	72.08 	71.10 	66.09 	69.07 
A,OTH,CRT_RESL,P_HTHAB,SI	5925.92 	7644.85 	7806.49 	7092.61 	9946.50 	9588.74 	8661.26 	8440.89 	9024.86 	8963.14 	8615.35 	8392.63 	7512.14 	10481.34 	11094.12 
A,OTH,CRT_RESL,P_HTHAB,SK	10292.57 	12951.00 	13790.86 	17180.01 	18624.54 	20492.42 	18029.77 	14627.84 	12271.36 	11407.67 	7499.74 	8986.09 	9556.32 	10230.23 	10209.69 
A,OTH,CRT_RESL,P_HTHAB,UKC-L	: 	: 	: 	415.92 	414.99 	364.06 	379.08 	330.71 	336.76 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,UKN	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,OTH,CRT_RESL,P_HTHAB,XK	1754.46 	1803.19 	1908.74 	3094.56 	: 	: 	: 	: 	3494.01 	2643.58 	2357.46 	2464.27 	: 	: 	: 
